date,center_name,attendance_count
2016-12-14,Jefferson Community Center,31
2016-12-14,Ormsby Community Center,46
2016-12-14,Magee Community Center,58
2016-12-14,Phillips Community Center,148
2016-12-14,Paulson Community Center,24
2016-12-13,Warrington Community Center,30
2016-12-13,West Penn Community Center,60
2016-12-13,Arlington Community Center,10
2016-12-13,Ammon Community Center,124
2016-12-13,Jefferson Community Center,41
2016-12-13,Brookline Community Center,62
2016-12-13,Magee Community Center,28
2016-12-13,Ormsby Community Center,30
2016-12-13,Paulson Community Center,26
2016-12-13,Phillips Community Center,33
2016-12-12,West Penn Community Center,149
2016-12-12,Warrington Community Center,30
2016-12-12,Ammon Community Center,175
2016-12-12,Arlington Community Center,11
2016-12-12,Brookline Community Center,86
2016-12-12,Jefferson Community Center,37
2016-12-12,Ormsby Community Center,60
2016-12-12,Magee Community Center,75
2016-12-12,Phillips Community Center,243
2016-12-12,Paulson Community Center,34
2016-12-10,West Penn Community Center,47
2016-12-10,Ammon Community Center,57
2016-12-10,Brookline Community Center,56
2016-12-10,Magee Community Center,7
2016-12-10,Phillips Community Center,20
2016-12-09,West Penn Community Center,109
2016-12-09,Warrington Community Center,16
2016-12-09,Ammon Community Center,106
2016-12-09,Arlington Community Center,20
2016-12-09,Brookline Community Center,51
2016-12-09,Jefferson Community Center,37
2016-12-09,Magee Community Center,61
2016-12-09,Ormsby Community Center,62
2016-12-09,Phillips Community Center,193
2016-12-09,Paulson Community Center,29
2016-12-08,Warrington Community Center,7
2016-12-08,West Penn Community Center,173
2016-12-08,Arlington Community Center,6
2016-12-08,Ammon Community Center,132
2016-12-08,Jefferson Community Center,37
2016-12-08,Brookline Community Center,73
2016-12-08,Ormsby Community Center,48
2016-12-08,Magee Community Center,61
2016-12-08,Paulson Community Center,41
2016-12-08,Phillips Community Center,95
2016-12-07,West Penn Community Center,65
2016-12-07,Warrington Community Center,24
2016-12-07,Ammon Community Center,154
2016-12-07,Arlington Community Center,10
2016-12-07,Brookline Community Center,123
2016-12-07,Jefferson Community Center,41
2016-12-07,Magee Community Center,50
2016-12-07,Ormsby Community Center,64
2016-12-07,Phillips Community Center,111
2016-12-07,Paulson Community Center,28
2016-12-06,Warrington Community Center,20
2016-12-06,West Penn Community Center,89
2016-12-06,Arlington Community Center,12
2016-12-06,Ammon Community Center,116
2016-12-06,Jefferson Community Center,37
2016-12-06,Brookline Community Center,73
2016-12-06,Ormsby Community Center,66
2016-12-06,Magee Community Center,64
2016-12-06,Paulson Community Center,28
2016-12-06,Phillips Community Center,65
2016-12-05,West Penn Community Center,82
2016-12-05,Warrington Community Center,27
2016-12-05,Ammon Community Center,176
2016-12-05,Arlington Community Center,21
2016-12-05,Brookline Community Center,97
2016-12-05,Jefferson Community Center,47
2016-12-05,Magee Community Center,68
2016-12-05,Ormsby Community Center,98
2016-12-05,Phillips Community Center,77
2016-12-05,Paulson Community Center,20
2016-12-03,West Penn Community Center,34
2016-12-03,Ammon Community Center,20
2016-12-03,Brookline Community Center,42
2016-12-03,Ormsby Community Center,4
2016-12-03,Magee Community Center,7
2016-12-03,Phillips Community Center,20
2016-12-02,West Penn Community Center,75
2016-12-02,Warrington Community Center,29
2016-12-02,Ammon Community Center,138
2016-12-02,Arlington Community Center,20
2016-12-02,Brookline Community Center,105
2016-12-02,Jefferson Community Center,43
2016-12-02,Magee Community Center,89
2016-12-02,Ormsby Community Center,34
2016-12-02,Phillips Community Center,68
2016-12-02,Paulson Community Center,37
2016-12-01,Warrington Community Center,23
2016-12-01,West Penn Community Center,171
2016-12-01,Arlington Community Center,14
2016-12-01,Ammon Community Center,107
2016-12-01,Jefferson Community Center,36
2016-12-01,Brookline Community Center,66
2016-12-01,Ormsby Community Center,58
2016-12-01,Magee Community Center,23
2016-12-01,Paulson Community Center,74
2016-12-01,Phillips Community Center,88
2016-11-30,West Penn Community Center,57
2016-11-30,Warrington Community Center,21
2016-11-30,Ammon Community Center,148
2016-11-30,Arlington Community Center,8
2016-11-30,Brookline Community Center,128
2016-11-30,Jefferson Community Center,30
2016-11-30,Magee Community Center,47
2016-11-30,Ormsby Community Center,46
2016-11-30,Phillips Community Center,190
2016-11-30,Paulson Community Center,32
2016-11-29,Warrington Community Center,14
2016-11-29,West Penn Community Center,90
2016-11-29,Arlington Community Center,8
2016-11-29,Ammon Community Center,128
2016-11-29,Jefferson Community Center,39
2016-11-29,Brookline Community Center,168
2016-11-29,Ormsby Community Center,56
2016-11-29,Magee Community Center,46
2016-11-29,Paulson Community Center,24
2016-11-29,Phillips Community Center,113
2016-11-28,West Penn Community Center,113
2016-11-28,Warrington Community Center,50
2016-11-28,Ammon Community Center,196
2016-11-28,Arlington Community Center,3
2016-11-28,Brookline Community Center,93
2016-11-28,Jefferson Community Center,15
2016-11-28,Magee Community Center,48
2016-11-28,Ormsby Community Center,88
2016-11-28,Phillips Community Center,114
2016-11-28,Paulson Community Center,27
2016-11-23,Warrington Community Center,18
2016-11-23,West Penn Community Center,43
2016-11-23,Arlington Community Center,9
2016-11-23,Ammon Community Center,77
2016-11-23,Jefferson Community Center,21
2016-11-23,Brookline Community Center,58
2016-11-23,Ormsby Community Center,47
2016-11-23,Magee Community Center,98
2016-11-23,Paulson Community Center,15
2016-11-23,Phillips Community Center,89
2016-11-22,West Penn Community Center,79
2016-11-22,Warrington Community Center,22
2016-11-22,Ammon Community Center,141
2016-11-22,Arlington Community Center,19
2016-11-22,Brookline Community Center,63
2016-11-22,Jefferson Community Center,42
2016-11-22,Magee Community Center,51
2016-11-22,Ormsby Community Center,49
2016-11-22,Phillips Community Center,114
2016-11-22,Paulson Community Center,26
2016-11-21,Warrington Community Center,26
2016-11-21,West Penn Community Center,93
2016-11-21,Arlington Community Center,14
2016-11-21,Ammon Community Center,197
2016-11-21,Jefferson Community Center,34
2016-11-21,Brookline Community Center,106
2016-11-21,Ormsby Community Center,85
2016-11-21,Magee Community Center,39
2016-11-21,Paulson Community Center,22
2016-11-21,Phillips Community Center,71
2016-11-19,West Penn Community Center,14
2016-11-19,Brookline Community Center,41
2016-11-19,Ormsby Community Center,11
2016-11-19,Phillips Community Center,24
2016-11-18,West Penn Community Center,23
2016-11-18,Warrington Community Center,27
2016-11-18,Ammon Community Center,140
2016-11-18,Arlington Community Center,17
2016-11-18,Brookline Community Center,56
2016-11-18,Jefferson Community Center,35
2016-11-18,Ormsby Community Center,51
2016-11-18,Magee Community Center,38
2016-11-18,Phillips Community Center,109
2016-11-18,Paulson Community Center,11
2016-11-17,Warrington Community Center,39
2016-11-17,West Penn Community Center,156
2016-11-17,Arlington Community Center,7
2016-11-17,Ammon Community Center,162
2016-11-17,Jefferson Community Center,31
2016-11-17,Brookline Community Center,66
2016-11-17,Magee Community Center,19
2016-11-17,Ormsby Community Center,74
2016-11-17,Paulson Community Center,109
2016-11-17,Phillips Community Center,24
2016-11-16,West Penn Community Center,59
2016-11-16,Warrington Community Center,42
2016-11-16,Ammon Community Center,158
2016-11-16,Arlington Community Center,11
2016-11-16,Brookline Community Center,91
2016-11-16,Jefferson Community Center,34
2016-11-16,Ormsby Community Center,59
2016-11-16,Magee Community Center,37
2016-11-16,Phillips Community Center,109
2016-11-16,Paulson Community Center,31
2016-11-15,Warrington Community Center,38
2016-11-15,West Penn Community Center,93
2016-11-15,Arlington Community Center,11
2016-11-15,Ammon Community Center,148
2016-11-15,Jefferson Community Center,56
2016-11-15,Brookline Community Center,65
2016-11-15,Magee Community Center,27
2016-11-15,Ormsby Community Center,71
2016-11-15,Paulson Community Center,32
2016-11-15,Phillips Community Center,115
2016-11-14,West Penn Community Center,73
2016-11-14,Warrington Community Center,42
2016-11-14,Ammon Community Center,143
2016-11-14,Arlington Community Center,6
2016-11-14,Brookline Community Center,79
2016-11-14,Jefferson Community Center,40
2016-11-14,Ormsby Community Center,72
2016-11-14,Magee Community Center,28
2016-11-14,Phillips Community Center,106
2016-11-14,Paulson Community Center,42
2016-11-12,West Penn Community Center,40
2016-11-12,Brookline Community Center,36
2016-11-12,Magee Community Center,12
2016-11-12,Ormsby Community Center,12
2016-11-12,Phillips Community Center,17
2016-11-10,West Penn Community Center,113
2016-11-10,Warrington Community Center,21
2016-11-10,Arlington Community Center,8
2016-11-10,Ammon Community Center,88
2016-11-10,Brookline Community Center,59
2016-11-10,Jefferson Community Center,35
2016-11-10,Ormsby Community Center,64
2016-11-10,Magee Community Center,40
2016-11-10,Phillips Community Center,59
2016-11-10,Paulson Community Center,33
2016-11-09,Warrington Community Center,57
2016-11-09,West Penn Community Center,66
2016-11-09,Ammon Community Center,113
2016-11-09,Arlington Community Center,15
2016-11-09,Jefferson Community Center,67
2016-11-09,Brookline Community Center,98
2016-11-09,Ormsby Community Center,85
2016-11-09,Paulson Community Center,34
2016-11-09,Phillips Community Center,102
2016-11-08,West Penn Community Center,77
2016-11-08,Warrington Community Center,7
2016-11-08,Arlington Community Center,1
2016-11-08,Ammon Community Center,31
2016-11-08,Brookline Community Center,1
2016-11-08,Jefferson Community Center,51
2016-11-08,Ormsby Community Center,78
2016-11-08,Phillips Community Center,121
2016-11-07,Warrington Community Center,53
2016-11-07,West Penn Community Center,76
2016-11-07,Ammon Community Center,121
2016-11-07,Arlington Community Center,8
2016-11-07,Jefferson Community Center,65
2016-11-07,Brookline Community Center,71
2016-11-07,Ormsby Community Center,73
2016-11-07,Phillips Community Center,145
2016-11-07,Paulson Community Center,30
2016-11-05,West Penn Community Center,30
2016-11-05,Warrington Community Center,5
2016-11-05,Brookline Community Center,48
2016-11-05,Ormsby Community Center,17
2016-11-05,Phillips Community Center,29
2016-11-04,Warrington Community Center,35
2016-11-04,West Penn Community Center,41
2016-11-04,Arlington Community Center,17
2016-11-04,Brookline Community Center,56
2016-11-04,Jefferson Community Center,59
2016-11-04,Ormsby Community Center,75
2016-11-04,Phillips Community Center,152
2016-11-04,Paulson Community Center,13
2016-11-03,West Penn Community Center,122
2016-11-03,Warrington Community Center,46
2016-11-03,Arlington Community Center,16
2016-11-03,Ammon Community Center,184
2016-11-03,Jefferson Community Center,40
2016-11-03,Brookline Community Center,62
2016-11-03,Ormsby Community Center,58
2016-11-03,Paulson Community Center,17
2016-11-03,Phillips Community Center,140
2016-11-02,Warrington Community Center,43
2016-11-02,West Penn Community Center,66
2016-11-02,Ammon Community Center,140
2016-11-02,Arlington Community Center,18
2016-11-02,Brookline Community Center,110
2016-11-02,Jefferson Community Center,33
2016-11-02,Ormsby Community Center,81
2016-11-02,Phillips Community Center,86
2016-11-02,Paulson Community Center,14
2016-11-01,West Penn Community Center,85
2016-11-01,Warrington Community Center,44
2016-11-01,Arlington Community Center,28
2016-11-01,Ammon Community Center,90
2016-11-01,Brookline Community Center,64
2016-11-01,Ormsby Community Center,33
2016-11-01,Paulson Community Center,12
2016-11-01,Phillips Community Center,122
2016-10-31,Warrington Community Center,48
2016-10-31,West Penn Community Center,75
2016-10-31,Ammon Community Center,107
2016-10-31,Arlington Community Center,2
2016-10-31,Brookline Community Center,56
2016-10-31,Jefferson Community Center,34
2016-10-31,Ormsby Community Center,50
2016-10-31,Phillips Community Center,56
2016-10-31,Paulson Community Center,21
2016-10-29,West Penn Community Center,14
2016-10-29,Warrington Community Center,9
2016-10-29,Brookline Community Center,43
2016-10-29,Magee Community Center,1
2016-10-29,Phillips Community Center,44
2016-10-28,Warrington Community Center,16
2016-10-28,West Penn Community Center,59
2016-10-28,Arlington Community Center,33
2016-10-28,Ammon Community Center,25
2016-10-28,Brookline Community Center,38
2016-10-28,Jefferson Community Center,60
2016-10-28,Magee Community Center,43
2016-10-28,Ormsby Community Center,89
2016-10-28,Phillips Community Center,49
2016-10-28,Paulson Community Center,22
2016-10-27,West Penn Community Center,115
2016-10-27,Warrington Community Center,37
2016-10-27,Ammon Community Center,114
2016-10-27,Arlington Community Center,26
2016-10-27,Jefferson Community Center,33
2016-10-27,Brookline Community Center,66
2016-10-27,Ormsby Community Center,49
2016-10-27,Magee Community Center,12
2016-10-27,Paulson Community Center,21
2016-10-27,Phillips Community Center,97
2016-10-26,Warrington Community Center,42
2016-10-26,West Penn Community Center,69
2016-10-26,Ammon Community Center,136
2016-10-26,Brookline Community Center,66
2016-10-26,Jefferson Community Center,41
2016-10-26,Magee Community Center,39
2016-10-26,Ormsby Community Center,79
2016-10-26,Phillips Community Center,64
2016-10-26,Paulson Community Center,22
2016-10-25,West Penn Community Center,94
2016-10-25,Warrington Community Center,58
2016-10-25,Ammon Community Center,145
2016-10-25,Jefferson Community Center,40
2016-10-25,Brookline Community Center,78
2016-10-25,Ormsby Community Center,41
2016-10-25,Magee Community Center,17
2016-10-25,Paulson Community Center,17
2016-10-25,Phillips Community Center,49
2016-10-24,Warrington Community Center,65
2016-10-24,West Penn Community Center,82
2016-10-24,Ammon Community Center,189
2016-10-24,Arlington Community Center,18
2016-10-24,Brookline Community Center,101
2016-10-24,Jefferson Community Center,17
2016-10-24,Magee Community Center,34
2016-10-24,Ormsby Community Center,39
2016-10-24,Phillips Community Center,114
2016-10-24,Paulson Community Center,20
2016-10-22,West Penn Community Center,46
2016-10-22,Brookline Community Center,54
2016-10-22,Ormsby Community Center,8
2016-10-22,Phillips Community Center,20
2016-10-21,West Penn Community Center,57
2016-10-21,Warrington Community Center,31
2016-10-21,Arlington Community Center,15
2016-10-21,Ammon Community Center,124
2016-10-21,Brookline Community Center,50
2016-10-21,Jefferson Community Center,42
2016-10-21,Ormsby Community Center,70
2016-10-21,Magee Community Center,36
2016-10-21,Phillips Community Center,62
2016-10-21,Paulson Community Center,25
2016-10-20,Warrington Community Center,31
2016-10-20,West Penn Community Center,126
2016-10-20,Ammon Community Center,133
2016-10-20,Jefferson Community Center,26
2016-10-20,Brookline Community Center,70
2016-10-20,Magee Community Center,24
2016-10-20,Ormsby Community Center,56
2016-10-20,Paulson Community Center,18
2016-10-20,Phillips Community Center,91
2016-10-19,West Penn Community Center,79
2016-10-19,Warrington Community Center,35
2016-10-19,Ammon Community Center,138
2016-10-19,Arlington Community Center,4
2016-10-19,Brookline Community Center,116
2016-10-19,Jefferson Community Center,34
2016-10-19,Ormsby Community Center,66
2016-10-19,Magee Community Center,35
2016-10-19,Phillips Community Center,94
2016-10-19,Paulson Community Center,21
2016-10-18,Warrington Community Center,38
2016-10-18,West Penn Community Center,63
2016-10-18,Ammon Community Center,145
2016-10-18,Jefferson Community Center,1
2016-10-18,Brookline Community Center,92
2016-10-18,Magee Community Center,23
2016-10-18,Ormsby Community Center,73
2016-10-18,Paulson Community Center,26
2016-10-18,Phillips Community Center,87
2016-10-17,West Penn Community Center,71
2016-10-17,Warrington Community Center,46
2016-10-17,Ammon Community Center,32
2016-10-17,Arlington Community Center,8
2016-10-17,Brookline Community Center,111
2016-10-17,Jefferson Community Center,40
2016-10-17,Ormsby Community Center,60
2016-10-17,Magee Community Center,40
2016-10-17,Phillips Community Center,113
2016-10-17,Paulson Community Center,35
2016-10-15,West Penn Community Center,16
2016-10-15,Brookline Community Center,28
2016-10-15,Magee Community Center,27
2016-10-15,Ormsby Community Center,15
2016-10-15,Phillips Community Center,16
2016-10-14,West Penn Community Center,32
2016-10-14,Warrington Community Center,36
2016-10-14,Ammon Community Center,63
2016-10-14,Brookline Community Center,68
2016-10-14,Jefferson Community Center,32
2016-10-14,Ormsby Community Center,69
2016-10-14,Magee Community Center,35
2016-10-14,Phillips Community Center,44
2016-10-14,Paulson Community Center,27
2016-10-13,Warrington Community Center,51
2016-10-13,West Penn Community Center,34
2016-10-13,Ammon Community Center,33
2016-10-13,Jefferson Community Center,54
2016-10-13,Brookline Community Center,73
2016-10-13,Magee Community Center,24
2016-10-13,Ormsby Community Center,31
2016-10-13,Paulson Community Center,30
2016-10-13,Phillips Community Center,76
2016-10-12,West Penn Community Center,45
2016-10-12,Warrington Community Center,48
2016-10-12,Ammon Community Center,45
2016-10-12,Arlington Community Center,22
2016-10-12,Brookline Community Center,124
2016-10-12,Jefferson Community Center,44
2016-10-12,Ormsby Community Center,63
2016-10-12,Magee Community Center,63
2016-10-12,Phillips Community Center,71
2016-10-12,Paulson Community Center,20
2016-10-11,Warrington Community Center,38
2016-10-11,West Penn Community Center,37
2016-10-11,Arlington Community Center,19
2016-10-11,Ammon Community Center,64
2016-10-11,Jefferson Community Center,5
2016-10-11,Brookline Community Center,80
2016-10-11,Magee Community Center,22
2016-10-11,Ormsby Community Center,57
2016-10-11,Paulson Community Center,34
2016-10-11,Phillips Community Center,68
2016-10-10,West Penn Community Center,47
2016-10-10,Warrington Community Center,46
2016-10-10,Ammon Community Center,63
2016-10-10,Arlington Community Center,16
2016-10-10,Brookline Community Center,102
2016-10-10,Jefferson Community Center,50
2016-10-10,Ormsby Community Center,32
2016-10-10,Magee Community Center,28
2016-10-10,Phillips Community Center,103
2016-10-10,Paulson Community Center,12
2016-10-08,West Penn Community Center,16
2016-10-08,Ammon Community Center,27
2016-10-08,Brookline Community Center,26
2016-10-08,Magee Community Center,23
2016-10-08,Ormsby Community Center,8
2016-10-08,Phillips Community Center,17
2016-10-07,West Penn Community Center,24
2016-10-07,Warrington Community Center,34
2016-10-07,Brookline Community Center,75
2016-10-07,Jefferson Community Center,26
2016-10-07,Gladstone Field,87
2016-10-07,Ormsby Community Center,53
2016-10-07,Magee Community Center,29
2016-10-07,Phillips Community Center,61
2016-10-07,Paulson Community Center,17
2016-10-06,Warrington Community Center,32
2016-10-06,West Penn Community Center,44
2016-10-06,Arlington Community Center,2
2016-10-06,Gladstone Field,120
2016-10-06,Jefferson Community Center,51
2016-10-06,Brookline Community Center,74
2016-10-06,Magee Community Center,17
2016-10-06,Ormsby Community Center,49
2016-10-06,Paulson Community Center,27
2016-10-06,Phillips Community Center,41
2016-10-05,West Penn Community Center,45
2016-10-05,Warrington Community Center,35
2016-10-05,Arlington Community Center,14
2016-10-05,Brookline Community Center,85
2016-10-05,Jefferson Community Center,40
2016-10-05,Gladstone Field,105
2016-10-05,Ormsby Community Center,61
2016-10-05,Magee Community Center,35
2016-10-05,Phillips Community Center,77
2016-10-05,Paulson Community Center,10
2016-10-04,Warrington Community Center,38
2016-10-04,West Penn Community Center,23
2016-10-04,Arlington Community Center,10
2016-10-04,Ammon Community Center,104
2016-10-04,Jefferson Community Center,50
2016-10-04,Brookline Community Center,62
2016-10-04,Magee Community Center,9
2016-10-04,Ormsby Community Center,47
2016-10-04,Paulson Community Center,31
2016-10-04,Phillips Community Center,30
2016-10-03,West Penn Community Center,43
2016-10-03,Warrington Community Center,39
2016-10-03,Ammon Community Center,62
2016-10-03,Arlington Community Center,18
2016-10-03,Brookline Community Center,70
2016-10-03,Jefferson Community Center,24
2016-10-03,Ormsby Community Center,37
2016-10-03,Magee Community Center,17
2016-10-03,Phillips Community Center,146
2016-10-03,Paulson Community Center,7
2016-10-01,West Penn Community Center,18
2016-10-01,Brookline Community Center,78
2016-10-01,Magee Community Center,22
2016-10-01,Ormsby Community Center,9
2016-10-01,Phillips Community Center,23
2016-09-30,West Penn Community Center,25
2016-09-30,Warrington Community Center,26
2016-09-30,Arlington Community Center,5
2016-09-30,Ammon Community Center,69
2016-09-30,Brookline Community Center,50
2016-09-30,Jefferson Community Center,47
2016-09-30,Ormsby Community Center,55
2016-09-30,Magee Community Center,25
2016-09-30,Phillips Community Center,60
2016-09-30,Paulson Community Center,23
2016-09-29,Warrington Community Center,86
2016-09-29,West Penn Community Center,53
2016-09-29,Ammon Community Center,135
2016-09-29,Arlington Community Center,5
2016-09-29,Jefferson Community Center,36
2016-09-29,Brookline Community Center,54
2016-09-29,Magee Community Center,24
2016-09-29,Ormsby Community Center,51
2016-09-29,Paulson Community Center,13
2016-09-29,Phillips Community Center,69
2016-09-28,West Penn Community Center,48
2016-09-28,Warrington Community Center,32
2016-09-28,Arlington Community Center,2
2016-09-28,Ammon Community Center,172
2016-09-28,Brookline Community Center,131
2016-09-28,Jefferson Community Center,46
2016-09-28,Ormsby Community Center,60
2016-09-28,Magee Community Center,40
2016-09-28,Phillips Community Center,113
2016-09-28,Paulson Community Center,32
2016-09-27,Warrington Community Center,37
2016-09-27,West Penn Community Center,47
2016-09-27,Ammon Community Center,108
2016-09-27,Arlington Community Center,7
2016-09-27,Jefferson Community Center,40
2016-09-27,Brookline Community Center,69
2016-09-27,Magee Community Center,16
2016-09-27,Ormsby Community Center,60
2016-09-27,Paulson Community Center,17
2016-09-27,Phillips Community Center,126
2016-09-26,West Penn Community Center,54
2016-09-26,Warrington Community Center,35
2016-09-26,Arlington Community Center,19
2016-09-26,Ammon Community Center,119
2016-09-26,Brookline Community Center,86
2016-09-26,Jefferson Community Center,47
2016-09-26,Ormsby Community Center,58
2016-09-26,Magee Community Center,38
2016-09-26,Phillips Community Center,124
2016-09-26,Paulson Community Center,39
2016-09-24,West Penn Community Center,7
2016-09-24,Brookline Community Center,23
2016-09-24,Magee Community Center,19
2016-09-24,Ormsby Community Center,13
2016-09-24,Phillips Community Center,16
2016-09-23,West Penn Community Center,34
2016-09-23,Warrington Community Center,20
2016-09-23,Ammon Community Center,95
2016-09-23,Arlington Community Center,5
2016-09-23,Brookline Community Center,33
2016-09-23,Jefferson Community Center,52
2016-09-23,Ormsby Community Center,43
2016-09-23,Magee Community Center,26
2016-09-23,Phillips Community Center,47
2016-09-23,Paulson Community Center,25
2016-09-22,Warrington Community Center,40
2016-09-22,West Penn Community Center,35
2016-09-22,Arlington Community Center,5
2016-09-22,Ammon Community Center,126
2016-09-22,Jefferson Community Center,44
2016-09-22,Brookline Community Center,67
2016-09-22,Magee Community Center,46
2016-09-22,Ormsby Community Center,52
2016-09-22,Paulson Community Center,26
2016-09-22,Phillips Community Center,54
2016-09-21,West Penn Community Center,54
2016-09-21,Warrington Community Center,35
2016-09-21,Ammon Community Center,155
2016-09-21,Arlington Community Center,6
2016-09-21,Brookline Community Center,79
2016-09-21,Jefferson Community Center,13
2016-09-21,Ormsby Community Center,47
2016-09-21,Magee Community Center,43
2016-09-21,Phillips Community Center,67
2016-09-21,Paulson Community Center,25
2016-09-20,Warrington Community Center,40
2016-09-20,West Penn Community Center,51
2016-09-20,Arlington Community Center,13
2016-09-20,Ammon Community Center,158
2016-09-20,Jefferson Community Center,34
2016-09-20,Brookline Community Center,82
2016-09-20,Magee Community Center,33
2016-09-20,Ormsby Community Center,60
2016-09-20,Paulson Community Center,32
2016-09-20,Phillips Community Center,82
2016-09-19,West Penn Community Center,52
2016-09-19,Warrington Community Center,39
2016-09-19,Ammon Community Center,136
2016-09-19,Arlington Community Center,10
2016-09-19,Brookline Community Center,106
2016-09-19,Jefferson Community Center,29
2016-09-19,Ormsby Community Center,53
2016-09-19,Magee Community Center,16
2016-09-19,Phillips Community Center,157
2016-09-19,Paulson Community Center,42
2016-09-17,West Penn Community Center,15
2016-09-17,Brookline Community Center,25
2016-09-17,Magee Community Center,7
2016-09-17,Ormsby Community Center,21
2016-09-17,Phillips Community Center,24
2016-09-16,West Penn Community Center,34
2016-09-16,Arlington Community Center,3
2016-09-16,Ammon Community Center,115
2016-09-16,Brookline Community Center,59
2016-09-16,Jefferson Community Center,36
2016-09-16,Ormsby Community Center,44
2016-09-16,Magee Community Center,13
2016-09-16,Phillips Community Center,27
2016-09-16,Paulson Community Center,34
2016-09-15,West Penn Community Center,26
2016-09-15,Warrington Community Center,41
2016-09-15,Ammon Community Center,107
2016-09-15,Arlington Community Center,15
2016-09-15,Jefferson Community Center,22
2016-09-15,Brookline Community Center,89
