date,center_name,attendance_count
2011-12-09,Brookline Community Center,134
2011-12-09,Ammon Community Center,127
2011-12-09,Jefferson Community Center,18
2011-12-09,Ormsby Community Center,19
2011-12-09,Phillips Community Center,48
2011-12-09,Warrington Community Center,60
2011-12-08,West Penn Community Center,35
2011-12-08,Ammon Community Center,107
2011-12-08,Brookline Community Center,156
2011-12-08,Jefferson Community Center,29
2011-12-08,Magee Community Center,3
2011-12-08,Ormsby Community Center,52
2011-12-08,Paulson Community Center,36
2011-12-08,Warrington Community Center,96
2011-12-08,Phillips Community Center,37
2011-12-07,West Penn Community Center,49
2011-12-07,Brookline Community Center,206
2011-12-07,Ammon Community Center,16
2011-12-07,Ammon Park,1
2011-12-07,Magee Community Center,7
2011-12-07,Jefferson Community Center,19
2011-12-07,Paulson Community Center,35
2011-12-07,Ormsby Community Center,93
2011-12-07,Phillips Community Center,61
2011-12-07,Warrington Community Center,112
2011-12-06,West Penn Community Center,34
2011-12-06,Ammon Community Center,177
2011-12-06,Brookline Community Center,208
2011-12-06,Jefferson Community Center,23
2011-12-06,Ormsby Community Center,64
2011-12-06,Paulson Community Center,34
2011-12-06,Warrington Community Center,105
2011-12-06,Phillips Community Center,48
2011-12-05,West Penn Community Center,92
2011-12-05,Brookline Community Center,188
2011-12-05,Ammon Community Center,203
2011-12-05,Magee Community Center,1
2011-12-05,Paulson Community Center,43
2011-12-05,Ormsby Community Center,114
2011-12-05,Phillips Community Center,53
2011-12-05,Warrington Community Center,78
2011-12-04,West Penn Community Center,49
2011-12-03,West Penn Community Center,92
2011-12-03,Brookline Community Center,276
2011-12-03,Jefferson Community Center,9
2011-12-03,Ormsby Community Center,28
2011-12-03,Paulson Community Center,4
2011-12-02,West Penn Community Center,175
2011-12-02,Brookline Community Center,76
2011-12-02,Ammon Community Center,32
2011-12-02,Jefferson Community Center,12
2011-12-02,Paulson Community Center,83
2011-12-02,Ormsby Community Center,31
2011-12-02,Warrington Community Center,73
2011-12-02,Phillips Community Center,31
2011-12-01,West Penn Community Center,27
2011-12-01,Ammon Community Center,114
2011-12-01,Brookline Community Center,135
2011-12-01,Jefferson Community Center,17
2011-12-01,Ormsby Community Center,49
2011-12-01,Paulson Community Center,54
2011-12-01,Phillips Community Center,54
2011-12-01,Warrington Community Center,100
2011-11-30,West Penn Community Center,93
2011-11-30,Brookline Community Center,220
2011-11-30,Ammon Community Center,122
2011-11-30,Jefferson Community Center,14
2011-11-30,Paulson Community Center,41
2011-11-30,Ormsby Community Center,62
2011-11-30,Warrington Community Center,101
2011-11-30,Phillips Community Center,24
2011-11-29,West Penn Community Center,79
2011-11-29,Ammon Community Center,91
2011-11-29,Brookline Community Center,210
2011-11-29,Jefferson Community Center,17
2011-11-29,Ormsby Community Center,37
2011-11-29,Paulson Community Center,57
2011-11-29,Phillips Community Center,53
2011-11-29,Warrington Community Center,126
2011-11-28,West Penn Community Center,64
2011-11-28,Brookline Community Center,185
2011-11-28,Ammon Community Center,150
2011-11-28,Jefferson Community Center,15
2011-11-28,Paulson Community Center,37
2011-11-28,Ormsby Community Center,43
2011-11-28,Warrington Community Center,94
2011-11-28,Phillips Community Center,55
2011-11-26,Ammon Community Center,20
2011-11-26,Brookline Community Center,74
2011-11-23,West Penn Community Center,48
2011-11-23,Brookline Community Center,148
2011-11-23,Ammon Community Center,20
2011-11-23,Jefferson Community Center,23
2011-11-23,Magee Community Center,1
2011-11-23,Ormsby Community Center,11
2011-11-23,Paulson Community Center,23
2011-11-23,Phillips Community Center,18
2011-11-23,Warrington Community Center,53
2011-11-22,West Penn Community Center,44
2011-11-22,Ammon Community Center,58
2011-11-22,Brookline Community Center,186
2011-11-22,Magee Community Center,7
2011-11-22,Jefferson Community Center,18
2011-11-22,Paulson Community Center,67
2011-11-22,Ormsby Community Center,23
2011-11-22,Warrington Community Center,89
2011-11-22,Phillips Community Center,74
2011-11-21,West Penn Community Center,107
2011-11-21,Brookline Community Center,204
2011-11-21,Ammon Community Center,64
2011-11-21,Jefferson Community Center,20
2011-11-21,Magee Community Center,3
2011-11-21,Ormsby Community Center,31
2011-11-21,Paulson Community Center,45
2011-11-21,Phillips Community Center,55
2011-11-21,Warrington Community Center,75
2011-11-20,West Penn Community Center,13
2011-11-19,West Penn Community Center,76
2011-11-19,Brookline Community Center,90
2011-11-19,Jefferson Community Center,4
2011-11-19,Paulson Community Center,10
2011-11-19,Ormsby Community Center,13
2011-11-19,Phillips Community Center,27
2011-11-18,West Penn Community Center,73
2011-11-18,Brookline Community Center,56
2011-11-18,Ammon Community Center,82
2011-11-18,Jefferson Community Center,18
2011-11-18,Ormsby Community Center,20
2011-11-18,Paulson Community Center,66
2011-11-18,Phillips Community Center,27
2011-11-18,Warrington Community Center,60
2011-11-17,West Penn Community Center,106
2011-11-17,Ammon Community Center,16
2011-11-17,Brookline Community Center,133
2011-11-17,Jefferson Community Center,22
2011-11-17,Magee Community Center,1
2011-11-17,Paulson Community Center,26
2011-11-17,Ormsby Community Center,30
2011-11-17,Warrington Community Center,102
2011-11-17,Phillips Community Center,64
2011-11-16,West Penn Community Center,118
2011-11-16,Brookline Community Center,98
2011-11-16,Ammon Community Center,81
2011-11-16,Magee Community Center,2
2011-11-16,Jefferson Community Center,21
2011-11-16,Ormsby Community Center,16
2011-11-16,Paulson Community Center,29
2011-11-16,Phillips Community Center,61
2011-11-16,Warrington Community Center,90
2011-11-15,West Penn Community Center,53
2011-11-15,Ammon Community Center,72
2011-11-15,Brookline Community Center,103
2011-11-15,Jefferson Community Center,19
2011-11-15,Magee Community Center,4
2011-11-15,Paulson Community Center,61
2011-11-15,Ormsby Community Center,32
2011-11-15,Warrington Community Center,108
2011-11-15,Phillips Community Center,26
2011-11-14,West Penn Community Center,123
2011-11-14,Brookline Community Center,144
2011-11-14,Ammon Community Center,103
2011-11-14,Magee Community Center,6
2011-11-14,Jefferson Community Center,17
2011-11-14,Ormsby Community Center,36
2011-11-14,Paulson Community Center,64
2011-11-14,Phillips Community Center,25
2011-11-14,Warrington Community Center,102
2011-11-12,West Penn Community Center,50
2011-11-12,Brookline Community Center,129
2011-11-12,Jefferson Community Center,6
2011-11-12,Ormsby Community Center,1
2011-11-12,Phillips Community Center,24
2011-11-10,West Penn Community Center,122
2011-11-10,Brookline Community Center,81
2011-11-10,Ammon Community Center,32
2011-11-10,Jefferson Community Center,16
2011-11-10,Magee Community Center,2
2011-11-10,Ormsby Community Center,19
2011-11-10,Paulson Community Center,21
2011-11-10,Phillips Community Center,19
2011-11-10,Warrington Community Center,59
2011-11-09,West Penn Community Center,82
2011-11-09,Ammon Community Center,50
2011-11-09,Brookline Community Center,115
2011-11-09,Magee Community Center,4
2011-11-09,Jefferson Community Center,10
2011-11-09,Paulson Community Center,31
2011-11-09,Ormsby Community Center,15
2011-11-09,Warrington Community Center,73
2011-11-09,Phillips Community Center,21
2011-11-08,West Penn Community Center,95
2011-11-08,Brookline Community Center,60
2011-11-08,Ammon Community Center,21
2011-11-08,Jefferson Community Center,18
2011-11-08,Ormsby Community Center,31
2011-11-08,Phillips Community Center,60
2011-11-07,West Penn Community Center,109
2011-11-07,Ammon Community Center,33
2011-11-07,Brookline Community Center,146
2011-11-07,Jefferson Community Center,11
2011-11-07,Ormsby Community Center,42
2011-11-07,Paulson Community Center,49
2011-11-07,Phillips Community Center,15
2011-11-07,Warrington Community Center,84
2011-11-05,West Penn Community Center,44
2011-11-05,Brookline Community Center,142
2011-11-05,Jefferson Community Center,4
2011-11-05,Paulson Community Center,12
2011-11-05,Ormsby Community Center,7
2011-11-05,Phillips Community Center,14
2011-11-04,West Penn Community Center,41
2011-11-04,Brookline Community Center,91
2011-11-04,Ammon Community Center,39
2011-11-04,Jefferson Community Center,9
2011-11-04,Ormsby Community Center,27
2011-11-04,Paulson Community Center,120
2011-11-04,Phillips Community Center,32
2011-11-04,Warrington Community Center,47
2011-11-03,West Penn Community Center,81
2011-11-03,Ammon Community Center,34
2011-11-03,Brookline Community Center,95
2011-11-03,Jefferson Community Center,16
2011-11-03,Paulson Community Center,21
2011-11-03,Ormsby Community Center,26
2011-11-03,Warrington Community Center,61
2011-11-03,Phillips Community Center,31
2011-11-02,West Penn Community Center,87
2011-11-02,Brookline Community Center,212
2011-11-02,Ammon Community Center,42
2011-11-02,Jefferson Community Center,8
2011-11-02,Ormsby Community Center,30
2011-11-02,Paulson Community Center,33
2011-11-02,Phillips Community Center,35
2011-11-02,Warrington Community Center,67
2011-11-01,West Penn Community Center,51
2011-11-01,Ammon Community Center,27
2011-11-01,Brookline Community Center,146
2011-11-01,Jefferson Community Center,17
2011-11-01,Paulson Community Center,75
2011-11-01,Ormsby Community Center,19
2011-11-01,Warrington Community Center,77
2011-11-01,Phillips Community Center,19
2011-10-31,West Penn Community Center,36
2011-10-31,Brookline Community Center,148
2011-10-31,Ammon Community Center,39
2011-10-31,Jefferson Community Center,8
2011-10-31,Ormsby Community Center,42
2011-10-31,Paulson Community Center,77
2011-10-31,Phillips Community Center,14
2011-10-31,Warrington Community Center,46
2011-10-30,West Penn Community Center,18
2011-10-30,Ammon Community Center,1
2011-10-29,West Penn Community Center,84
2011-10-29,Brookline Community Center,93
2011-10-29,Jefferson Community Center,5
2011-10-29,Ormsby Community Center,12
2011-10-28,West Penn Community Center,56
2011-10-28,Brookline Community Center,110
2011-10-28,Ammon Community Center,32
2011-10-28,Jefferson Community Center,14
2011-10-28,Ormsby Community Center,24
2011-10-28,Paulson Community Center,57
2011-10-28,Warrington Community Center,68
2011-10-28,Phillips Community Center,13
2011-10-27,West Penn Community Center,122
2011-10-27,Ammon Community Center,64
2011-10-27,Brookline Community Center,70
2011-10-27,Jefferson Community Center,13
2011-10-27,Paulson Community Center,16
2011-10-27,Ormsby Community Center,24
2011-10-27,Phillips Community Center,21
2011-10-27,Warrington Community Center,58
2011-10-26,West Penn Community Center,104
2011-10-26,Brookline Community Center,151
2011-10-26,Ammon Community Center,52
2011-10-26,Jefferson Community Center,16
2011-10-26,Magee Community Center,2
2011-10-26,Ormsby Community Center,38
2011-10-26,Paulson Community Center,40
2011-10-26,Warrington Community Center,109
2011-10-26,Phillips Community Center,28
2011-10-25,West Penn Community Center,72
2011-10-25,Ammon Community Center,34
2011-10-25,Brookline Community Center,169
2011-10-25,Jefferson Community Center,18
2011-10-25,Paulson Community Center,37
2011-10-25,Ormsby Community Center,66
2011-10-25,Phillips Community Center,22
2011-10-25,Warrington Community Center,82
2011-10-24,West Penn Community Center,91
2011-10-24,Brookline Community Center,229
2011-10-24,Ammon Community Center,133
2011-10-24,Jefferson Community Center,16
2011-10-24,Ormsby Community Center,57
2011-10-24,Paulson Community Center,47
2011-10-24,Warrington Community Center,99
2011-10-24,Phillips Community Center,26
2011-10-23,West Penn Community Center,10
2011-10-22,West Penn Community Center,61
2011-10-22,Brookline Community Center,89
2011-10-22,Jefferson Community Center,1
2011-10-22,Ormsby Community Center,14
2011-10-22,Warrington Community Center,11
2011-10-21,West Penn Community Center,77
2011-10-21,Brookline Community Center,55
2011-10-21,Ammon Community Center,48
2011-10-21,Jefferson Community Center,15
2011-10-21,Ormsby Community Center,24
2011-10-21,Paulson Community Center,86
2011-10-21,Warrington Community Center,64
2011-10-21,Phillips Community Center,25
2011-10-20,West Penn Community Center,112
2011-10-20,Ammon Community Center,113
2011-10-20,Brookline Community Center,72
2011-10-20,Jefferson Community Center,6
2011-10-20,Paulson Community Center,29
2011-10-20,Ormsby Community Center,33
2011-10-20,Phillips Community Center,16
2011-10-20,Warrington Community Center,65
2011-10-19,West Penn Community Center,74
2011-10-19,Brookline Community Center,187
2011-10-19,Ammon Community Center,101
2011-10-19,Jefferson Community Center,6
2011-10-19,Ormsby Community Center,70
2011-10-19,Paulson Community Center,56
2011-10-19,Warrington Community Center,71
2011-10-19,Phillips Community Center,23
2011-10-18,West Penn Community Center,57
2011-10-18,Ammon Community Center,89
2011-10-18,Brookline Community Center,203
2011-10-18,Jefferson Community Center,32
2011-10-18,Paulson Community Center,65
2011-10-18,Ormsby Community Center,26
2011-10-18,Phillips Community Center,17
2011-10-18,Warrington Community Center,95
2011-10-17,West Penn Community Center,95
2011-10-17,Brookline Community Center,204
2011-10-17,Ammon Community Center,99
2011-10-17,Jefferson Community Center,15
2011-10-17,Magee Community Center,1
2011-10-17,Ormsby Community Center,67
2011-10-17,Paulson Community Center,51
2011-10-17,Warrington Community Center,127
2011-10-17,Phillips Community Center,29
2011-10-15,West Penn Community Center,15
2011-10-15,Brookline Community Center,90
2011-10-15,Paulson Community Center,4
2011-10-15,Ormsby Community Center,3
2011-10-14,West Penn Community Center,33
2011-10-14,Brookline Community Center,133
2011-10-14,Ammon Community Center,51
2011-10-14,Jefferson Community Center,16
2011-10-14,Ormsby Community Center,13
2011-10-14,Paulson Community Center,44
2011-10-14,Phillips Community Center,32
2011-10-14,Warrington Community Center,50
2011-10-13,West Penn Community Center,105
2011-10-13,Ammon Community Center,48
2011-10-13,Brookline Community Center,115
2011-10-13,Jefferson Community Center,16
2011-10-13,Magee Community Center,1
2011-10-13,Paulson Community Center,107
2011-10-13,Ormsby Community Center,16
2011-10-13,Warrington Community Center,97
2011-10-13,Phillips Community Center,26
2011-10-12,West Penn Community Center,81
2011-10-12,Brookline Community Center,333
2011-10-12,Ammon Community Center,73
2011-10-12,Magee Community Center,20
2011-10-12,Jefferson Community Center,8
2011-10-12,Ormsby Community Center,19
2011-10-12,Paulson Community Center,17
2011-10-12,Phillips Community Center,24
2011-10-12,Warrington Community Center,92
2011-10-11,West Penn Community Center,20
2011-10-11,Ammon Community Center,52
2011-10-11,Brookline Community Center,154
2011-10-11,Jefferson Community Center,12
2011-10-11,Paulson Community Center,79
2011-10-11,Ormsby Community Center,39
2011-10-11,Warrington Community Center,95
2011-10-11,Phillips Community Center,13
2011-10-10,West Penn Community Center,29
2011-10-10,Brookline Community Center,270
2011-10-10,Ammon Community Center,58
2011-10-10,Jefferson Community Center,15
2011-10-10,Magee Community Center,10
2011-10-10,Ormsby Community Center,51
2011-10-10,Paulson Community Center,57
2011-10-10,Phillips Community Center,31
2011-10-10,Warrington Community Center,91
2011-10-08,Brookline Community Center,93
2011-10-08,Jefferson Community Center,5
2011-10-08,Paulson Community Center,7
2011-10-08,Ormsby Community Center,22
2011-10-07,West Penn Community Center,2
2011-10-07,Brookline Community Center,128
2011-10-07,Ammon Community Center,52
2011-10-07,Jefferson Community Center,17
2011-10-07,Ormsby Community Center,11
2011-10-07,Paulson Community Center,82
2011-10-07,Warrington Community Center,64
2011-10-07,Phillips Community Center,4
2011-10-06,West Penn Community Center,3
2011-10-06,Ammon Community Center,78
2011-10-06,Brookline Community Center,174
2011-10-06,Jefferson Community Center,25
2011-10-06,Paulson Community Center,87
2011-10-06,Ormsby Community Center,18
2011-10-06,Phillips Community Center,10
2011-10-06,Warrington Community Center,73
2011-10-05,West Penn Community Center,7
2011-10-05,Brookline Community Center,182
2011-10-05,Ammon Community Center,86
2011-10-05,Jefferson Community Center,22
2011-10-05,Ormsby Community Center,40
2011-10-05,Paulson Community Center,63
2011-10-05,Warrington Community Center,94
2011-10-05,Phillips Community Center,19
2011-10-04,West Penn Community Center,65
2011-10-04,Ammon Community Center,76
2011-10-04,Arlington Community Center,4
2011-10-04,Brookline Community Center,164
2011-10-04,Jefferson Community Center,8
2011-10-04,Paulson Community Center,57
2011-10-04,Ormsby Community Center,36
2011-10-04,Phillips Community Center,4
2011-10-04,Warrington Community Center,106
2011-10-03,West Penn Community Center,70
2011-10-03,Brookline Community Center,260
2011-10-03,Ammon Community Center,84
2011-10-03,Jefferson Community Center,23
2011-10-03,Ormsby Community Center,37
2011-10-03,Paulson Community Center,60
2011-10-03,Warrington Community Center,87
2011-10-03,Phillips Community Center,24
2011-10-01,West Penn Community Center,20
2011-10-01,Brookline Community Center,129
2011-10-01,Jefferson Community Center,9
2011-10-01,Ormsby Community Center,6
2011-10-01,Phillips Community Center,71
2011-09-30,West Penn Community Center,62
2011-09-30,Brookline Community Center,87
2011-09-30,Ammon Community Center,41
2011-09-30,Jefferson Community Center,14
2011-09-30,Ormsby Community Center,11
2011-09-30,Paulson Community Center,47
2011-09-30,Phillips Community Center,13
2011-09-30,Warrington Community Center,83
2011-09-29,West Penn Community Center,82
2011-09-29,Ammon Community Center,36
2011-09-29,Brookline Community Center,225
2011-09-29,Jefferson Community Center,22
2011-09-29,Paulson Community Center,44
2011-09-29,Ormsby Community Center,20
2011-09-29,Warrington Community Center,61
2011-09-29,Phillips Community Center,16
2011-09-28,West Penn Community Center,97
2011-09-28,Brookline Community Center,105
2011-09-28,Ammon Community Center,79
2011-09-28,Jefferson Community Center,14
2011-09-28,Ormsby Community Center,42
2011-09-28,Paulson Community Center,44
2011-09-28,Phillips Community Center,19
2011-09-28,Warrington Community Center,85
2011-09-27,West Penn Community Center,39
2011-09-27,Ammon Community Center,27
2011-09-27,Brookline Community Center,184
2011-09-27,Jefferson Community Center,18
2011-09-27,Paulson Community Center,44
2011-09-27,Ormsby Community Center,41
2011-09-27,Warrington Community Center,101
2011-09-27,Phillips Community Center,31
2011-09-26,West Penn Community Center,55
2011-09-26,Brookline Community Center,197
2011-09-26,Ammon Community Center,22
2011-09-26,Jefferson Community Center,15
2011-09-26,Ormsby Community Center,39
2011-09-26,Paulson Community Center,57
2011-09-26,Phillips Community Center,30
2011-09-26,Warrington Community Center,82
2011-09-24,West Penn Community Center,13
2011-09-24,Brookline Community Center,79
2011-09-24,Jefferson Community Center,3
2011-09-24,Ormsby Community Center,6
2011-09-23,West Penn Community Center,34
2011-09-23,Brookline Community Center,113
2011-09-23,Ammon Community Center,33
2011-09-23,Jefferson Community Center,16
2011-09-23,Ormsby Community Center,10
2011-09-23,Warrington Community Center,57
2011-09-23,Phillips Community Center,22
2011-09-22,West Penn Community Center,87
2011-09-22,Ammon Community Center,70
2011-09-22,Brookline Community Center,102
2011-09-22,Jefferson Community Center,26
2011-09-22,Ormsby Community Center,8
2011-09-22,Paulson Community Center,23
2011-09-22,Phillips Community Center,22
2011-09-22,Warrington Community Center,101
2011-09-21,West Penn Community Center,50
2011-09-21,Brookline Community Center,190
2011-09-21,Ammon Community Center,45
2011-09-21,Jefferson Community Center,20
2011-09-21,Paulson Community Center,39
2011-09-21,Ormsby Community Center,39
2011-09-21,Warrington Community Center,62
2011-09-21,Phillips Community Center,28
2011-09-20,West Penn Community Center,35
2011-09-20,Ammon Community Center,64
2011-09-20,Brookline Community Center,133
2011-09-20,Jefferson Community Center,15
2011-09-20,Magee Community Center,8
2011-09-20,Ormsby Community Center,17
2011-09-20,Paulson Community Center,41
2011-09-20,Phillips Community Center,39
2011-09-20,Warrington Community Center,63
2011-09-19,West Penn Community Center,54
2011-09-19,Brookline Community Center,146
2011-09-19,Ammon Community Center,68
2011-09-19,Magee Community Center,5
2011-09-19,Jefferson Community Center,18
2011-09-19,Paulson Community Center,43
2011-09-19,Ormsby Community Center,22
2011-09-19,Warrington Community Center,11
2011-09-19,Phillips Community Center,27
2011-09-17,West Penn Community Center,4
2011-09-17,Brookline Community Center,145
2011-09-17,Ormsby Community Center,2
2011-09-17,Phillips Community Center,10
2011-09-16,West Penn Community Center,18
2011-09-16,Brookline Community Center,104
2011-09-16,Ammon Community Center,69
2011-09-16,Jefferson Community Center,23
2011-09-16,Magee Community Center,8
2011-09-16,Ormsby Community Center,12
2011-09-16,Paulson Community Center,40
2011-09-16,Phillips Community Center,12
2011-09-16,Warrington Community Center,2
2011-09-15,West Penn Community Center,27
2011-09-15,Ammon Community Center,76
2011-09-15,Brookline Community Center,154
2011-09-15,Magee Community Center,5
2011-09-15,Jefferson Community Center,23
2011-09-15,Paulson Community Center,69
2011-09-15,Ormsby Community Center,22
2011-09-15,Phillips Community Center,23
2011-09-14,West Penn Community Center,25
2011-09-14,Brookline Community Center,83
2011-09-14,Ammon Community Center,59
2011-09-14,Jefferson Community Center,26
2011-09-14,Magee Community Center,100
2011-09-14,Ormsby Community Center,58
2011-09-14,Paulson Community Center,53
2011-09-14,Phillips Community Center,33
2011-09-13,West Penn Community Center,23
2011-09-13,Ammon Community Center,69
2011-09-13,Brookline Community Center,178
2011-09-13,Jefferson Community Center,13
2011-09-13,Paulson Community Center,29
2011-09-13,Ormsby Community Center,32
2011-09-13,Phillips Community Center,29
2011-09-12,West Penn Community Center,26
2011-09-12,Ammon Community Center,13
2011-09-12,Arlington Community Center,160
2011-09-12,Jefferson Community Center,38
2011-09-12,Ormsby Community Center,62
2011-09-12,Paulson Community Center,40
2011-09-12,Phillips Community Center,29
2011-09-10,West Penn Community Center,8
2011-09-10,Brookline Community Center,108
2011-09-10,Ormsby Community Center,9
2011-09-10,Phillips Community Center,9
2011-09-09,West Penn Community Center,18
2011-09-09,Brookline Community Center,158
2011-09-09,Ammon Community Center,40
2011-09-09,Jefferson Community Center,14
2011-09-09,Magee Community Center,5
2011-09-09,Ormsby Community Center,9
2011-09-09,Paulson Community Center,18
2011-09-09,Phillips Community Center,20
2011-09-08,West Penn Community Center,19
2011-09-08,Ammon Community Center,33
2011-09-08,Brookline Community Center,135
2011-09-08,Magee Community Center,4
2011-09-08,Jefferson Community Center,23
2011-09-08,Ormsby Community Center,23
2011-09-08,Phillips Community Center,31
2011-09-07,West Penn Community Center,22
2011-09-07,Brookline Community Center,159
2011-09-07,Ammon Community Center,51
2011-09-07,Jefferson Community Center,21
2011-09-07,Ormsby Community Center,32
2011-09-07,Phillips Community Center,18
2011-09-06,West Penn Community Center,42
2011-09-06,Ammon Community Center,99
2011-09-06,Brookline Community Center,131
2011-09-06,Magee Community Center,1
2011-09-06,Ormsby Community Center,25
2011-09-06,Phillips Community Center,52
2011-09-03,West Penn Community Center,16
2011-09-03,Brookline Community Center,62
2011-09-02,West Penn Community Center,35
2011-09-02,Brookline Community Center,30
2011-09-02,Ammon Community Center,9
2011-09-02,Ormsby Community Center,4
2011-09-02,Phillips Community Center,19
2011-09-01,West Penn Community Center,15
2011-09-01,Ammon Community Center,32
2011-09-01,Brookline Community Center,204
2011-09-01,Ormsby Community Center,16
2011-09-01,Phillips Community Center,24
2011-08-31,West Penn Community Center,29
2011-08-31,Brookline Community Center,166
2011-08-31,Ammon Community Center,38
2011-08-31,Magee Community Center,6
2011-08-31,Ormsby Community Center,17
2011-08-31,Phillips Community Center,33
2011-08-30,West Penn Community Center,32
2011-08-30,Ammon Community Center,32
2011-08-30,Brookline Community Center,193
2011-08-30,Ormsby Community Center,30
2011-08-30,Phillips Community Center,42
2011-08-29,West Penn Community Center,43
2011-08-29,Brookline Community Center,137
2011-08-29,Ammon Community Center,55
2011-08-29,Jefferson Community Center,16
2011-08-29,Ormsby Community Center,21
2011-08-29,Phillips Community Center,64
2011-08-27,West Penn Community Center,3
2011-08-27,Brookline Community Center,91
2011-08-27,Ormsby Community Center,5
2011-08-26,West Penn Community Center,37
