date,center_name,attendance_count
2023-02-22,Phillips Community Center,67
2023-02-22,Paulson Community Center,16
2023-02-22,West Penn Community Center,56
2023-02-21,Warrington Community Center,66
2023-02-21,Ammon Community Center,17
2023-02-21,Arlington Community Center,49
2023-02-21,Brookline Community Center,39
2023-02-21,Ormsby Community Center,17
2023-02-21,Magee Community Center,31
2023-02-21,Paulson Community Center,24
2023-02-21,Phillips Community Center,75
2023-02-21,West Penn Community Center,204
2023-02-20,Warrington Community Center,48
2023-02-20,Arlington Community Center,7
2023-02-20,Ammon Community Center,18
2023-02-20,Brookline Community Center,38
2023-02-20,Jefferson Community Center,10
2023-02-20,Magee Community Center,62
2023-02-20,Ormsby Community Center,13
2023-02-20,Phillips Community Center,67
2023-02-20,Paulson Community Center,11
2023-02-20,West Penn Community Center,85
2023-02-18,Phillips Community Center,44
2023-02-18,West Penn Community Center,35
2023-02-17,Warrington Community Center,70
2023-02-17,Ammon Community Center,21
2023-02-17,Arlington Community Center,17
2023-02-17,Brookline Community Center,43
2023-02-17,Ormsby Community Center,13
2023-02-17,Magee Community Center,46
2023-02-17,Phillips Community Center,64
2023-02-17,Paulson Community Center,17
2023-02-17,West Penn Community Center,122
2023-02-16,Warrington Community Center,38
2023-02-16,Arlington Community Center,40
2023-02-16,Ammon Community Center,16
2023-02-16,Brookline Community Center,43
2023-02-16,Magee Community Center,46
2023-02-16,Ormsby Community Center,8
2023-02-16,Paulson Community Center,16
2023-02-16,Phillips Community Center,99
2023-02-16,West Penn Community Center,138
2023-02-15,Warrington Community Center,11
2023-02-15,Ammon Community Center,15
2023-02-15,Arlington Community Center,19
2023-02-15,Brookline Community Center,27
2023-02-15,Ormsby Community Center,16
2023-02-15,Magee Community Center,21
2023-02-15,Phillips Community Center,69
2023-02-15,Paulson Community Center,14
2023-02-15,West Penn Community Center,68
2023-02-14,Warrington Community Center,87
2023-02-14,Arlington Community Center,26
2023-02-14,Ammon Community Center,23
2023-02-14,Brookline Community Center,45
2023-02-14,Magee Community Center,34
2023-02-14,Ormsby Community Center,6
2023-02-14,Paulson Community Center,15
2023-02-14,Phillips Community Center,41
2023-02-14,West Penn Community Center,135
2023-02-13,Warrington Community Center,81
2023-02-13,Ammon Community Center,14
2023-02-13,Arlington Community Center,13
2023-02-13,Brookline Community Center,35
2023-02-13,Ormsby Community Center,21
2023-02-13,Magee Community Center,68
2023-02-13,Phillips Community Center,50
2023-02-13,Paulson Community Center,19
2023-02-13,West Penn Community Center,66
2023-02-11,Magee Community Center,4
2023-02-11,Phillips Community Center,9
2023-02-11,West Penn Community Center,31
2023-02-10,Warrington Community Center,71
2023-02-10,Arlington Community Center,6
2023-02-10,Ammon Community Center,18
2023-02-10,Brookline Community Center,44
2023-02-10,Magee Community Center,73
2023-02-10,Ormsby Community Center,19
2023-02-10,Phillips Community Center,55
2023-02-10,Paulson Community Center,12
2023-02-10,West Penn Community Center,73
2023-02-09,Warrington Community Center,71
2023-02-09,Ammon Community Center,11
2023-02-09,Arlington Community Center,20
2023-02-09,Brookline Community Center,54
2023-02-09,Ormsby Community Center,8
2023-02-09,Magee Community Center,32
2023-02-09,Paulson Community Center,27
2023-02-09,Phillips Community Center,70
2023-02-09,West Penn Community Center,130
2023-02-08,Warrington Community Center,47
2023-02-08,Arlington Community Center,6
2023-02-08,Ammon Community Center,12
2023-02-08,Brookline Community Center,28
2023-02-08,Magee Community Center,50
2023-02-08,Ormsby Community Center,16
2023-02-08,Phillips Community Center,33
2023-02-08,Paulson Community Center,21
2023-02-08,West Penn Community Center,75
2023-02-07,Warrington Community Center,79
2023-02-07,Ammon Community Center,7
2023-02-07,Arlington Community Center,27
2023-02-07,Brookline Community Center,57
2023-02-07,Ormsby Community Center,14
2023-02-07,Magee Community Center,58
2023-02-07,Paulson Community Center,23
2023-02-07,Phillips Community Center,75
2023-02-07,West Penn Community Center,140
2023-02-06,Warrington Community Center,47
2023-02-06,Arlington Community Center,13
2023-02-06,Ammon Community Center,24
2023-02-06,Brookline Community Center,48
2023-02-06,Magee Community Center,54
2023-02-06,Ormsby Community Center,13
2023-02-06,Phillips Community Center,56
2023-02-06,Paulson Community Center,17
2023-02-06,West Penn Community Center,112
2023-02-04,Phillips Community Center,50
2023-02-04,West Penn Community Center,91
2023-02-03,Warrington Community Center,57
2023-02-03,Ammon Community Center,15
2023-02-03,Arlington Community Center,16
2023-02-03,Brookline Community Center,50
2023-02-03,Ormsby Community Center,15
2023-02-03,Magee Community Center,54
2023-02-03,Phillips Community Center,58
2023-02-03,Paulson Community Center,12
2023-02-03,West Penn Community Center,200
2023-02-02,Warrington Community Center,55
2023-02-02,Arlington Community Center,26
2023-02-02,Ammon Community Center,48
2023-02-02,Brookline Community Center,50
2023-02-02,Magee Community Center,35
2023-02-02,Ormsby Community Center,14
2023-02-02,Paulson Community Center,12
2023-02-02,Phillips Community Center,40
2023-02-02,West Penn Community Center,190
2023-02-01,Warrington Community Center,55
2023-02-01,Ammon Community Center,7
2023-02-01,Arlington Community Center,21
2023-02-01,Brookline Community Center,35
2023-02-01,Ormsby Community Center,13
2023-02-01,Magee Community Center,46
2023-02-01,Phillips Community Center,82
2023-02-01,Paulson Community Center,19
2023-02-01,West Penn Community Center,48
2023-01-31,Warrington Community Center,45
2023-01-31,Arlington Community Center,51
2023-01-31,Ammon Community Center,10
2023-01-31,Brookline Community Center,43
2023-01-31,Magee Community Center,42
2023-01-31,Ormsby Community Center,12
2023-01-31,Paulson Community Center,14
2023-01-31,Phillips Community Center,44
2023-01-31,West Penn Community Center,151
2023-01-30,Warrington Community Center,31
2023-01-30,Ammon Community Center,7
2023-01-30,Arlington Community Center,12
2023-01-30,Brookline Community Center,37
2023-01-30,Ormsby Community Center,20
2023-01-30,Magee Community Center,73
2023-01-30,Phillips Community Center,45
2023-01-30,Paulson Community Center,21
2023-01-30,West Penn Community Center,96
2023-01-28,Phillips Community Center,5
2023-01-28,West Penn Community Center,107
2023-01-27,Warrington Community Center,72
2023-01-27,Arlington Community Center,23
2023-01-27,Brookline Community Center,47
2023-01-27,Magee Community Center,70
2023-01-27,Ormsby Community Center,9
2023-01-27,Phillips Community Center,26
2023-01-27,Paulson Community Center,21
2023-01-27,West Penn Community Center,82
2023-01-26,Warrington Community Center,77
2023-01-26,Arlington Community Center,11
2023-01-26,Ammon Community Center,6
2023-01-26,Brookline Community Center,59
2023-01-26,Ormsby Community Center,11
2023-01-26,Magee Community Center,50
2023-01-26,Paulson Community Center,19
2023-01-26,Phillips Community Center,24
2023-01-26,West Penn Community Center,101
2023-01-25,Warrington Community Center,46
2023-01-25,Ammon Community Center,2
2023-01-25,Arlington Community Center,38
2023-01-25,Brookline Community Center,19
2023-01-25,Magee Community Center,29
2023-01-25,Ormsby Community Center,13
2023-01-25,Phillips Community Center,35
2023-01-25,Paulson Community Center,11
2023-01-25,West Penn Community Center,40
2023-01-24,Warrington Community Center,51
2023-01-24,Arlington Community Center,5
2023-01-24,Ammon Community Center,4
2023-01-24,Brookline Community Center,45
2023-01-24,Ormsby Community Center,16
2023-01-24,Magee Community Center,64
2023-01-24,Paulson Community Center,18
2023-01-24,Phillips Community Center,28
2023-01-24,West Penn Community Center,137
2023-01-23,Warrington Community Center,51
2023-01-23,Ammon Community Center,1
2023-01-23,Arlington Community Center,9
2023-01-23,Brookline Community Center,27
2023-01-23,Magee Community Center,45
2023-01-23,Ormsby Community Center,9
2023-01-23,Phillips Community Center,21
2023-01-23,West Penn Community Center,204
2023-01-21,Phillips Community Center,3
2023-01-21,West Penn Community Center,85
2023-01-20,Warrington Community Center,46
2023-01-20,Arlington Community Center,18
2023-01-20,Ammon Community Center,2
2023-01-20,Brookline Community Center,52
2023-01-20,Ormsby Community Center,8
2023-01-20,Magee Community Center,51
2023-01-20,Phillips Community Center,14
2023-01-20,Paulson Community Center,14
2023-01-20,West Penn Community Center,72
2023-01-19,Warrington Community Center,63
2023-01-19,Ammon Community Center,3
2023-01-19,Arlington Community Center,14
2023-01-19,Brookline Community Center,51
2023-01-19,Magee Community Center,47
2023-01-19,Ormsby Community Center,9
2023-01-19,Paulson Community Center,16
2023-01-19,Phillips Community Center,33
2023-01-19,West Penn Community Center,137
2023-01-18,Warrington Community Center,45
2023-01-18,Arlington Community Center,56
2023-01-18,Ammon Community Center,7
2023-01-18,Brookline Community Center,22
2023-01-18,Ormsby Community Center,16
2023-01-18,Magee Community Center,47
2023-01-18,Phillips Community Center,44
2023-01-18,Paulson Community Center,15
2023-01-18,West Penn Community Center,56
2023-01-17,Warrington Community Center,44
2023-01-17,Ammon Community Center,7
2023-01-17,Arlington Community Center,14
2023-01-17,Brookline Community Center,41
2023-01-17,Magee Community Center,50
2023-01-17,Ormsby Community Center,12
2023-01-17,Paulson Community Center,18
2023-01-17,Phillips Community Center,32
2023-01-17,West Penn Community Center,153
2023-01-14,West Penn Community Center,33
2023-01-13,Warrington Community Center,31
2023-01-13,Brookline Community Center,27
2023-01-13,Ormsby Community Center,18
2023-01-13,Magee Community Center,66
2023-01-13,Phillips Community Center,21
2023-01-13,Paulson Community Center,11
2023-01-13,West Penn Community Center,57
2023-01-12,Warrington Community Center,39
2023-01-12,Arlington Community Center,7
2023-01-12,Brookline Community Center,47
2023-01-12,Magee Community Center,44
2023-01-12,Ormsby Community Center,18
2023-01-12,Paulson Community Center,12
2023-01-12,Phillips Community Center,20
2023-01-12,West Penn Community Center,121
2023-01-11,Warrington Community Center,45
2023-01-11,Arlington Community Center,34
2023-01-11,Brookline Community Center,31
2023-01-11,Ormsby Community Center,12
2023-01-11,Magee Community Center,27
2023-01-11,Phillips Community Center,42
2023-01-11,Paulson Community Center,15
2023-01-11,West Penn Community Center,51
2023-01-10,Warrington Community Center,50
2023-01-10,Arlington Community Center,6
2023-01-10,Brookline Community Center,30
2023-01-10,Magee Community Center,57
2023-01-10,Ormsby Community Center,12
2023-01-10,Paulson Community Center,25
2023-01-10,Phillips Community Center,33
2023-01-10,West Penn Community Center,148
2023-01-09,Warrington Community Center,69
2023-01-09,Arlington Community Center,2
2023-01-09,Ammon Community Center,53
2023-01-09,Brookline Community Center,26
2023-01-09,Ormsby Community Center,14
2023-01-09,Magee Community Center,51
2023-01-09,Phillips Community Center,12
2023-01-09,Paulson Community Center,19
2023-01-09,West Penn Community Center,53
2023-01-07,Ammon Community Center,1
2023-01-07,Brookline Community Center,1
2023-01-07,Phillips Community Center,1
2023-01-07,West Penn Community Center,113
2023-01-06,Warrington Community Center,49
2023-01-06,Ammon Community Center,2
2023-01-06,Arlington Community Center,8
2023-01-06,Brookline Community Center,28
2023-01-06,Magee Community Center,46
2023-01-06,Ormsby Community Center,15
2023-01-06,Phillips Community Center,61
2023-01-06,Paulson Community Center,24
2023-01-06,West Penn Community Center,74
2023-01-05,Warrington Community Center,38
2023-01-05,Arlington Community Center,5
2023-01-05,Ammon Community Center,15
2023-01-05,Brookline Community Center,47
2023-01-05,Ormsby Community Center,11
2023-01-05,Magee Community Center,37
2023-01-05,Paulson Community Center,17
2023-01-05,Phillips Community Center,54
2023-01-05,West Penn Community Center,133
2023-01-04,Warrington Community Center,45
2023-01-04,Ammon Community Center,26
2023-01-04,Arlington Community Center,51
2023-01-04,Brookline Community Center,18
2023-01-04,Magee Community Center,45
2023-01-04,Ormsby Community Center,13
2023-01-04,Phillips Community Center,45
2023-01-04,Paulson Community Center,13
2023-01-04,West Penn Community Center,52
2023-01-03,Warrington Community Center,27
2023-01-03,Arlington Community Center,13
2023-01-03,Ammon Community Center,4
2023-01-03,Brookline Community Center,27
2023-01-03,Ormsby Community Center,19
2023-01-03,Magee Community Center,49
2023-01-03,Paulson Community Center,14
2023-01-03,Phillips Community Center,64
2023-01-03,West Penn Community Center,140
