date,center_name,attendance_count
2021-11-30,Warrington Community Center,27
2021-11-30,Arlington Community Center,3
2021-11-30,Brookline Community Center,17
2021-11-30,Ormsby Community Center,7
2021-11-30,Magee Community Center,23
2021-11-30,Phillips Community Center,31
2021-11-30,Paulson Community Center,21
2021-11-29,Warrington Community Center,13
2021-11-29,West Penn Community Center,37
2021-11-29,Brookline Community Center,18
2021-11-29,Magee Community Center,10
2021-11-29,Ormsby Community Center,8
2021-11-29,Paulson Community Center,16
2021-11-29,Phillips Community Center,50
2021-11-24,West Penn Community Center,23
2021-11-24,Warrington Community Center,34
2021-11-24,Brookline Community Center,11
2021-11-24,Ormsby Community Center,3
2021-11-24,Magee Community Center,14
2021-11-24,Phillips Community Center,32
2021-11-24,Paulson Community Center,10
2021-11-23,Warrington Community Center,35
2021-11-23,West Penn Community Center,88
2021-11-23,Brookline Community Center,20
2021-11-23,Magee Community Center,27
2021-11-23,Ormsby Community Center,5
2021-11-23,Paulson Community Center,14
2021-11-23,Phillips Community Center,38
2021-11-22,West Penn Community Center,45
2021-11-22,Warrington Community Center,27
2021-11-22,Brookline Community Center,24
2021-11-22,Ormsby Community Center,5
2021-11-22,Magee Community Center,11
2021-11-22,Phillips Community Center,47
2021-11-22,Paulson Community Center,8
2021-11-19,Warrington Community Center,16
2021-11-19,West Penn Community Center,28
2021-11-19,Brookline Community Center,9
2021-11-19,Magee Community Center,22
2021-11-19,Ormsby Community Center,21
2021-11-19,Paulson Community Center,9
2021-11-19,Phillips Community Center,20
2021-11-18,West Penn Community Center,71
2021-11-18,Warrington Community Center,12
2021-11-18,Brookline Community Center,21
2021-11-18,Ormsby Community Center,3
2021-11-18,Magee Community Center,29
2021-11-18,Phillips Community Center,8
2021-11-18,Paulson Community Center,19
2021-11-17,Warrington Community Center,12
2021-11-17,West Penn Community Center,25
2021-11-17,Brookline Community Center,10
2021-11-17,Magee Community Center,16
2021-11-17,Ormsby Community Center,7
2021-11-17,Paulson Community Center,21
2021-11-17,Phillips Community Center,39
2021-11-16,West Penn Community Center,84
2021-11-16,Warrington Community Center,11
2021-11-16,Brookline Community Center,17
2021-11-16,Ormsby Community Center,5
2021-11-16,Magee Community Center,31
2021-11-16,Phillips Community Center,19
2021-11-16,Paulson Community Center,8
2021-11-15,Warrington Community Center,21
2021-11-15,West Penn Community Center,32
2021-11-15,Arlington Community Center,1
2021-11-15,Brookline Community Center,12
2021-11-15,Magee Community Center,23
2021-11-15,Ormsby Community Center,4
2021-11-15,Paulson Community Center,16
2021-11-15,Phillips Community Center,13
2021-11-12,West Penn Community Center,30
2021-11-12,Warrington Community Center,14
2021-11-12,Arlington Community Center,1
2021-11-12,Brookline Community Center,13
2021-11-12,Ormsby Community Center,21
2021-11-12,Magee Community Center,14
2021-11-12,Phillips Community Center,37
2021-11-12,Paulson Community Center,16
2021-11-10,Warrington Community Center,21
2021-11-10,West Penn Community Center,34
2021-11-10,Brookline Community Center,26
2021-11-10,Magee Community Center,35
2021-11-10,Ormsby Community Center,14
2021-11-10,Paulson Community Center,15
2021-11-10,Phillips Community Center,34
2021-11-09,West Penn Community Center,61
2021-11-09,Warrington Community Center,14
2021-11-09,Brookline Community Center,17
2021-11-09,Ormsby Community Center,9
2021-11-09,Magee Community Center,12
2021-11-09,Phillips Community Center,26
2021-11-09,Paulson Community Center,15
2021-11-08,Warrington Community Center,25
2021-11-08,West Penn Community Center,45
2021-11-08,Brookline Community Center,17
2021-11-08,Magee Community Center,28
2021-11-08,Ormsby Community Center,6
2021-11-08,Paulson Community Center,12
2021-11-08,Phillips Community Center,21
2021-11-05,West Penn Community Center,39
2021-11-05,Warrington Community Center,28
2021-11-05,Brookline Community Center,12
2021-11-05,Ormsby Community Center,8
2021-11-05,Magee Community Center,15
2021-11-05,Phillips Community Center,32
2021-11-05,Paulson Community Center,11
2021-11-04,Warrington Community Center,29
2021-11-04,West Penn Community Center,45
2021-11-04,Brookline Community Center,26
2021-11-04,Magee Community Center,28
2021-11-04,Ormsby Community Center,7
2021-11-04,Paulson Community Center,15
2021-11-04,Phillips Community Center,14
2021-11-03,West Penn Community Center,30
2021-11-03,Warrington Community Center,20
2021-11-03,Brookline Community Center,18
2021-11-03,Ormsby Community Center,1
2021-11-03,Phillips Community Center,44
2021-11-03,Paulson Community Center,9
2021-11-02,West Penn Community Center,1
2021-11-02,Ormsby Community Center,28
2021-11-02,Magee Community Center,22
2021-11-01,West Penn Community Center,47
2021-11-01,Warrington Community Center,20
2021-11-01,Brookline Community Center,17
2021-11-01,Magee Community Center,37
2021-11-01,Paulson Community Center,11
2021-11-01,Phillips Community Center,37
2021-10-29,Warrington Community Center,15
2021-10-29,West Penn Community Center,23
2021-10-29,Brookline Community Center,12
2021-10-29,Magee Community Center,15
2021-10-29,Ormsby Community Center,17
2021-10-29,Phillips Community Center,30
2021-10-29,Paulson Community Center,24
2021-10-28,West Penn Community Center,26
2021-10-28,Warrington Community Center,20
2021-10-28,Brookline Community Center,27
2021-10-28,Ormsby Community Center,7
2021-10-28,Magee Community Center,36
2021-10-28,Paulson Community Center,17
2021-10-28,Phillips Community Center,23
2021-10-27,Warrington Community Center,27
2021-10-27,West Penn Community Center,40
2021-10-27,Brookline Community Center,28
2021-10-27,Magee Community Center,23
2021-10-27,Ormsby Community Center,3
2021-10-27,Phillips Community Center,50
2021-10-27,Paulson Community Center,15
2021-10-26,West Penn Community Center,59
2021-10-26,Warrington Community Center,18
2021-10-26,Brookline Community Center,20
2021-10-26,Ormsby Community Center,6
2021-10-26,Magee Community Center,19
2021-10-26,Paulson Community Center,18
2021-10-26,Phillips Community Center,38
2021-10-25,Warrington Community Center,29
2021-10-25,West Penn Community Center,32
2021-10-25,Brookline Community Center,18
2021-10-25,Magee Community Center,36
2021-10-25,Ormsby Community Center,5
2021-10-25,Phillips Community Center,28
2021-10-25,Paulson Community Center,16
2021-10-22,West Penn Community Center,16
2021-10-22,Warrington Community Center,1
2021-10-22,Arlington Community Center,3
2021-10-22,Brookline Community Center,4
2021-10-22,Ormsby Community Center,21
2021-10-22,Magee Community Center,23
2021-10-22,Paulson Community Center,21
2021-10-22,Phillips Community Center,47
2021-10-21,Warrington Community Center,17
2021-10-21,West Penn Community Center,28
2021-10-21,Brookline Community Center,23
2021-10-21,Magee Community Center,23
2021-10-21,Ormsby Community Center,9
2021-10-21,Phillips Community Center,13
2021-10-21,Paulson Community Center,20
2021-10-20,West Penn Community Center,27
2021-10-20,Warrington Community Center,24
2021-10-20,Brookline Community Center,26
2021-10-20,Ormsby Community Center,7
2021-10-20,Magee Community Center,26
2021-10-20,Paulson Community Center,11
2021-10-20,Phillips Community Center,31
2021-10-19,Warrington Community Center,16
2021-10-19,West Penn Community Center,33
2021-10-19,Arlington Community Center,15
2021-10-19,Brookline Community Center,22
2021-10-19,Magee Community Center,26
2021-10-19,Ormsby Community Center,16
2021-10-19,Phillips Community Center,35
2021-10-19,Paulson Community Center,12
2021-10-18,West Penn Community Center,48
2021-10-18,Warrington Community Center,13
2021-10-18,Brookline Community Center,15
2021-10-18,Ormsby Community Center,9
2021-10-18,Magee Community Center,23
2021-10-18,Paulson Community Center,14
2021-10-18,Phillips Community Center,39
2021-10-15,Warrington Community Center,1
2021-10-15,West Penn Community Center,14
2021-10-15,Arlington Community Center,4
2021-10-15,Brookline Community Center,11
2021-10-15,Magee Community Center,29
2021-10-15,Ormsby Community Center,4
2021-10-15,Phillips Community Center,44
2021-10-15,Paulson Community Center,19
2021-10-14,West Penn Community Center,15
2021-10-14,Brookline Community Center,20
2021-10-14,Ormsby Community Center,10
2021-10-14,Magee Community Center,23
2021-10-14,Paulson Community Center,18
2021-10-14,Phillips Community Center,16
2021-10-13,West Penn Community Center,27
2021-10-13,Brookline Community Center,22
2021-10-13,Magee Community Center,17
2021-10-13,Ormsby Community Center,5
2021-10-13,Phillips Community Center,33
2021-10-13,Paulson Community Center,11
2021-10-12,West Penn Community Center,10
2021-10-12,Warrington Community Center,7
2021-10-12,Brookline Community Center,12
2021-10-12,Ormsby Community Center,8
2021-10-12,Magee Community Center,21
2021-10-12,Paulson Community Center,15
2021-10-12,Phillips Community Center,38
2021-10-11,West Penn Community Center,42
2021-10-11,Brookline Community Center,22
2021-10-11,Magee Community Center,24
2021-10-11,Ormsby Community Center,4
2021-10-11,Phillips Community Center,45
2021-10-11,Paulson Community Center,22
2021-10-08,West Penn Community Center,22
2021-10-08,Brookline Community Center,14
2021-10-08,Ormsby Community Center,8
2021-10-08,Magee Community Center,29
2021-10-08,Phillips Community Center,15
2021-10-07,West Penn Community Center,14
2021-10-07,Brookline Community Center,18
2021-10-07,Magee Community Center,33
2021-10-07,Ormsby Community Center,4
2021-10-07,Phillips Community Center,17
2021-10-06,West Penn Community Center,36
2021-10-06,Arlington Community Center,5
2021-10-06,Brookline Community Center,25
2021-10-06,Ormsby Community Center,6
2021-10-06,Magee Community Center,24
2021-10-06,Phillips Community Center,32
2021-10-06,Paulson Community Center,4
2021-10-05,West Penn Community Center,24
2021-10-05,Brookline Community Center,20
2021-10-05,Magee Community Center,28
2021-10-05,Ormsby Community Center,10
2021-10-05,Paulson Community Center,4
2021-10-05,Phillips Community Center,32
2021-10-04,West Penn Community Center,29
2021-10-04,Warrington Community Center,2
2021-10-04,Brookline Community Center,23
2021-10-04,Ormsby Community Center,14
2021-10-04,Magee Community Center,19
2021-10-04,Phillips Community Center,43
2021-10-01,West Penn Community Center,13
2021-10-01,Brookline Community Center,15
2021-10-01,Magee Community Center,18
2021-10-01,Ormsby Community Center,29
2021-10-01,Phillips Community Center,28
2021-09-30,West Penn Community Center,14
2021-09-30,Brookline Community Center,22
2021-09-30,Ormsby Community Center,11
2021-09-30,Magee Community Center,31
2021-09-30,Phillips Community Center,48
2021-09-29,West Penn Community Center,18
2021-09-29,Warrington Community Center,1
2021-09-29,Brookline Community Center,12
2021-09-29,Magee Community Center,16
2021-09-29,Ormsby Community Center,27
2021-09-29,Phillips Community Center,49
2021-09-28,West Penn Community Center,26
2021-09-28,Brookline Community Center,15
2021-09-28,Ormsby Community Center,3
2021-09-28,Magee Community Center,34
2021-09-28,Phillips Community Center,53
2021-09-27,West Penn Community Center,12
2021-09-27,Warrington Community Center,11
2021-09-27,Brookline Community Center,17
2021-09-27,Magee Community Center,46
2021-09-27,Ormsby Community Center,19
2021-09-27,Phillips Community Center,26
2021-09-24,West Penn Community Center,22
2021-09-24,Brookline Community Center,10
2021-09-24,Ormsby Community Center,4
2021-09-24,Magee Community Center,39
2021-09-24,Phillips Community Center,9
2021-09-23,West Penn Community Center,21
2021-09-23,Warrington Community Center,4
2021-09-23,Brookline Community Center,14
2021-09-23,Magee Community Center,35
2021-09-23,Ormsby Community Center,12
2021-09-23,Phillips Community Center,30
2021-09-22,West Penn Community Center,26
2021-09-22,Brookline Community Center,20
2021-09-22,Ormsby Community Center,11
2021-09-22,Magee Community Center,18
2021-09-22,Phillips Community Center,12
2021-09-21,West Penn Community Center,16
2021-09-21,Brookline Community Center,13
2021-09-21,Magee Community Center,30
2021-09-21,Ormsby Community Center,9
2021-09-21,Phillips Community Center,30
2021-09-20,West Penn Community Center,16
2021-09-20,Brookline Community Center,15
2021-09-20,Ormsby Community Center,7
2021-09-20,Magee Community Center,3
2021-09-20,Phillips Community Center,32
2021-09-17,West Penn Community Center,14
2021-09-17,Brookline Community Center,10
2021-09-17,Magee Community Center,12
2021-09-17,Ormsby Community Center,9
2021-09-17,Phillips Community Center,7
2021-09-16,West Penn Community Center,26
2021-09-16,Brookline Community Center,27
2021-09-16,Ormsby Community Center,7
2021-09-16,Magee Community Center,8
2021-09-16,Phillips Community Center,18
2021-09-15,West Penn Community Center,24
2021-09-15,Brookline Community Center,26
2021-09-15,Magee Community Center,7
2021-09-15,Ormsby Community Center,3
2021-09-15,Phillips Community Center,28
2021-09-14,West Penn Community Center,9
2021-09-14,Brookline Community Center,12
2021-09-14,Ormsby Community Center,5
2021-09-14,Magee Community Center,6
2021-09-14,Phillips Community Center,30
2021-09-13,West Penn Community Center,13
2021-09-13,Brookline Community Center,28
2021-09-13,Magee Community Center,7
2021-09-13,Ormsby Community Center,6
2021-09-13,Phillips Community Center,23
2021-09-10,West Penn Community Center,17
2021-09-10,Brookline Community Center,26
2021-09-10,Ormsby Community Center,3
2021-09-10,Magee Community Center,22
2021-09-10,Phillips Community Center,11
2021-09-09,West Penn Community Center,8
2021-09-09,Brookline Community Center,29
2021-09-09,Magee Community Center,9
2021-09-09,Ormsby Community Center,8
2021-09-09,Phillips Community Center,12
2021-09-08,West Penn Community Center,27
2021-09-08,Brookline Community Center,17
2021-09-08,Ormsby Community Center,2
2021-09-08,Magee Community Center,6
2021-09-08,Phillips Community Center,14
2021-09-07,West Penn Community Center,11
2021-09-07,Brookline Community Center,12
2021-09-07,Magee Community Center,4
2021-09-07,Ormsby Community Center,3
2021-09-07,Phillips Community Center,3
2021-09-03,West Penn Community Center,21
2021-09-03,Brookline Community Center,7
2021-09-03,Ormsby Community Center,9
2021-09-03,Magee Community Center,2
2021-09-02,West Penn Community Center,22
2021-09-02,Brookline Community Center,9
2021-09-02,Magee Community Center,3
2021-09-02,Ormsby Community Center,5
2021-09-01,West Penn Community Center,23
2021-09-01,Brookline Community Center,12
2021-09-01,Ormsby Community Center,3
2021-09-01,Magee Community Center,6
2021-08-31,West Penn Community Center,15
2021-08-31,Brookline Community Center,8
2021-08-31,Magee Community Center,5
2021-08-31,Ormsby Community Center,2
2021-08-31,Phillips Community Center,4
2021-08-30,West Penn Community Center,23
2021-08-30,Brookline Community Center,11
2021-08-30,Ormsby Community Center,6
2021-08-30,Magee Community Center,7
2021-08-30,Phillips Community Center,4
2021-08-27,West Penn Community Center,30
2021-08-27,Magee Community Center,2
2021-08-27,Ormsby Community Center,3
2021-08-27,Phillips Community Center,1
2021-08-26,West Penn Community Center,12
2021-08-26,Ormsby Community Center,5
2021-08-26,Magee Community Center,4
2021-08-26,Phillips Community Center,7
2021-08-25,West Penn Community Center,24
2021-08-25,Magee Community Center,1
2021-08-25,Ormsby Community Center,4
2021-08-25,Phillips Community Center,4
2021-08-24,West Penn Community Center,17
2021-08-24,Ormsby Community Center,7
2021-08-24,Magee Community Center,6
2021-08-24,Phillips Community Center,7
2021-08-23,West Penn Community Center,17
2021-08-23,Magee Community Center,4
2021-08-23,Ormsby Community Center,2
2021-08-23,Phillips Community Center,3
2021-08-20,West Penn Community Center,16
2021-08-20,Ormsby Community Center,4
2021-08-20,Magee Community Center,3
2021-08-20,Phillips Community Center,3
2021-08-19,West Penn Community Center,38
2021-08-19,Magee Community Center,7
2021-08-19,Ormsby Community Center,3
2021-08-19,Phillips Community Center,7
2021-08-18,West Penn Community Center,58
2021-08-18,Ormsby Community Center,3
2021-08-18,Phillips Community Center,3
2021-08-17,West Penn Community Center,30
2021-08-17,Ormsby Community Center,3
2021-08-17,Magee Community Center,3
2021-08-17,Phillips Community Center,6
2021-08-16,West Penn Community Center,29
2021-08-16,Magee Community Center,5
2021-08-16,Ormsby Community Center,5
2021-08-16,Phillips Community Center,10
2021-08-13,West Penn Community Center,69
2021-08-13,Ormsby Community Center,2
2021-08-13,Magee Community Center,2
2021-08-13,Phillips Community Center,3
2021-08-12,West Penn Community Center,21
2021-08-12,Magee Community Center,4
2021-08-12,Ormsby Community Center,3
2021-08-12,Phillips Community Center,7
2021-08-11,West Penn Community Center,42
2021-08-11,Magee Community Center,2
2021-08-11,Phillips Community Center,2
2021-08-10,West Penn Community Center,21
2021-08-10,Magee Community Center,4
2021-08-10,Ormsby Community Center,2
2021-08-10,Phillips Community Center,15
2021-08-09,West Penn Community Center,20
2021-08-09,Ormsby Community Center,2
2021-08-09,Magee Community Center,5
2021-08-09,Phillips Community Center,10
2021-08-06,West Penn Community Center,14
2021-08-06,Warrington Community Center,74
2021-08-06,Magee Community Center,4
2021-08-06,Ormsby Community Center,4
2021-08-06,Phillips Community Center,4
2021-08-05,Warrington Community Center,77
2021-08-05,West Penn Community Center,35
2021-08-05,Ormsby Community Center,8
2021-08-05,Magee Community Center,5
2021-08-05,Phillips Community Center,9
2021-08-04,West Penn Community Center,26
2021-08-04,Warrington Community Center,79
2021-08-04,Magee Community Center,3
2021-08-04,Ormsby Community Center,6
2021-08-04,Phillips Community Center,10
2021-08-03,Warrington Community Center,80
2021-08-03,West Penn Community Center,21
2021-08-03,Ormsby Community Center,7
2021-08-03,Magee Community Center,6
2021-08-03,Phillips Community Center,8
2021-08-02,West Penn Community Center,22
2021-08-02,Warrington Community Center,83
2021-08-02,Magee Community Center,4
2021-08-02,Ormsby Community Center,5
2021-08-02,Phillips Community Center,5
2021-07-30,Warrington Community Center,29
2021-07-30,West Penn Community Center,20
2021-07-30,Ormsby Community Center,2
2021-07-30,Magee Community Center,3
2021-07-30,Phillips Community Center,10
2021-07-29,West Penn Community Center,45
2021-07-29,Warrington Community Center,79
2021-07-29,Magee Community Center,5
2021-07-29,Ormsby Community Center,1
2021-07-29,Phillips Community Center,8
2021-07-28,Warrington Community Center,79
2021-07-28,West Penn Community Center,21
2021-07-28,Ormsby Community Center,8
2021-07-28,Magee Community Center,1
2021-07-28,Phillips Community Center,8
2021-07-27,West Penn Community Center,26
2021-07-27,Warrington Community Center,78
2021-07-27,Magee Community Center,4
2021-07-27,Ormsby Community Center,2
2021-07-27,Phillips Community Center,7
2021-07-26,Warrington Community Center,78
2021-07-26,West Penn Community Center,48
2021-07-26,Ormsby Community Center,4
2021-07-26,Magee Community Center,3
2021-07-26,Phillips Community Center,5
2021-07-23,West Penn Community Center,28
2021-07-23,Warrington Community Center,75
2021-07-23,Magee Community Center,3
2021-07-23,Ormsby Community Center,1
2021-07-23,Phillips Community Center,2
2021-07-22,Warrington Community Center,81
2021-07-22,West Penn Community Center,9
2021-07-22,Ormsby Community Center,3
2021-07-22,Magee Community Center,1
2021-07-22,Phillips Community Center,4
2021-07-21,West Penn Community Center,33
2021-07-21,Warrington Community Center,76
2021-07-21,Magee Community Center,2
2021-07-21,Ormsby Community Center,3
2021-07-21,Phillips Community Center,6
2021-07-20,Warrington Community Center,109
2021-07-20,West Penn Community Center,33
2021-07-20,Magee Community Center,5
2021-07-20,Phillips Community Center,13
2021-07-19,West Penn Community Center,25
2021-07-19,Warrington Community Center,72
2021-07-19,Magee Community Center,4
2021-07-19,Ormsby Community Center,3
2021-07-19,Phillips Community Center,6
2021-07-17,Phillips Community Center,2
2021-07-16,West Penn Community Center,32
2021-07-16,Ormsby Community Center,6
2021-07-16,Magee Community Center,1
2021-07-16,Phillips Community Center,8
2021-07-15,West Penn Community Center,25
2021-07-15,Warrington Community Center,74
2021-07-15,Magee Community Center,5
2021-07-15,Ormsby Community Center,3
2021-07-15,Phillips Community Center,4
2021-07-14,Warrington Community Center,77
2021-07-14,West Penn Community Center,63
2021-07-14,Ormsby Community Center,2
2021-07-14,Magee Community Center,2
2021-07-14,Phillips Community Center,5
2021-07-13,West Penn Community Center,28
2021-07-13,Warrington Community Center,66
2021-07-13,Magee Community Center,10
2021-07-13,Ormsby Community Center,3
2021-07-13,Phillips Community Center,2
2021-07-12,Warrington Community Center,79
2021-07-12,West Penn Community Center,61
2021-07-12,Ormsby Community Center,5
2021-07-12,Magee Community Center,1
2021-07-12,Phillips Community Center,6
2021-07-09,West Penn Community Center,57
2021-07-09,Warrington Community Center,76
2021-07-09,Phillips Community Center,10
2021-07-08,West Penn Community Center,46
2021-07-08,Ormsby Community Center,3
2021-07-08,Phillips Community Center,3
2021-07-07,West Penn Community Center,25
2021-07-07,Ormsby Community Center,3
2021-07-07,Magee Community Center,1
2021-07-07,Phillips Community Center,6
2021-07-06,West Penn Community Center,31
2021-07-06,Warrington Community Center,76
2021-07-06,Magee Community Center,2
2021-07-06,Ormsby Community Center,3
2021-07-06,Phillips Community Center,5
2021-07-02,Warrington Community Center,30
2021-07-02,West Penn Community Center,26
2021-07-02,Ormsby Community Center,2
2021-07-02,Magee Community Center,1
2021-07-02,Phillips Community Center,2
2021-07-01,West Penn Community Center,22
2021-07-01,Warrington Community Center,77
2021-07-01,Ormsby Community Center,2
2021-07-01,Phillips Community Center,3
2021-06-30,Warrington Community Center,73
2021-06-30,West Penn Community Center,26
2021-06-30,Brookline Community Center,1
2021-06-30,Magee Community Center,1
2021-06-29,West Penn Community Center,10
2021-06-29,Warrington Community Center,55
2021-06-29,Magee Community Center,2
2021-06-29,Phillips Community Center,4
2021-06-28,Warrington Community Center,74
2021-06-28,West Penn Community Center,5
2021-06-28,Magee Community Center,1
2021-06-28,Phillips Community Center,4
2021-06-23,Ormsby Community Center,6
2021-06-22,Phillips Community Center,2
2021-06-21,Ormsby Community Center,1
2021-06-16,Phillips Community Center,2
2021-02-05,West Penn Community Center,2
