date,center_name,attendance_count
2012-12-11,Jefferson Community Center,22
2012-12-11,Magee Community Center,44
2012-12-11,Paulson Community Center,47
2012-12-11,Ormsby Community Center,68
2012-12-11,Warrington Community Center,68
2012-12-11,Phillips Community Center,88
2012-12-10,West Penn Community Center,89
2012-12-10,Brookline Community Center,188
2012-12-10,Ammon Community Center,195
2012-12-10,Arlington Community Center,26
2012-12-10,Magee Community Center,30
2012-12-10,Jefferson Community Center,26
2012-12-10,Ormsby Community Center,95
2012-12-10,Paulson Community Center,29
2012-12-10,Phillips Community Center,42
2012-12-10,Warrington Community Center,71
2012-12-08,West Penn Community Center,105
2012-12-08,Brookline Community Center,269
2012-12-08,Jefferson Community Center,3
2012-12-08,Ormsby Community Center,37
2012-12-08,Phillips Community Center,160
2012-12-07,West Penn Community Center,66
2012-12-07,Brookline Community Center,169
2012-12-07,Arlington Community Center,30
2012-12-07,Ammon Community Center,25
2012-12-07,Jefferson Community Center,23
2012-12-07,Magee Community Center,31
2012-12-07,Ormsby Community Center,35
2012-12-07,Paulson Community Center,24
2012-12-07,Phillips Community Center,117
2012-12-07,Warrington Community Center,14
2012-12-06,West Penn Community Center,76
2012-12-06,Ammon Community Center,14
2012-12-06,Arlington Community Center,22
2012-12-06,Brookline Community Center,214
2012-12-06,Magee Community Center,27
2012-12-06,Jefferson Community Center,34
2012-12-06,Paulson Community Center,14
2012-12-06,Ormsby Community Center,67
2012-12-06,Warrington Community Center,54
2012-12-06,Phillips Community Center,116
2012-12-05,West Penn Community Center,103
2012-12-05,Brookline Community Center,207
2012-12-05,Arlington Community Center,23
2012-12-05,Ammon Community Center,187
2012-12-05,Jefferson Community Center,21
2012-12-05,Magee Community Center,32
2012-12-05,Ormsby Community Center,92
2012-12-05,Paulson Community Center,49
2012-12-05,Phillips Community Center,32
2012-12-05,Warrington Community Center,56
2012-12-04,West Penn Community Center,76
2012-12-04,Ammon Community Center,12
2012-12-04,Arlington Community Center,53
2012-12-04,Brookline Community Center,287
2012-12-04,Magee Community Center,31
2012-12-04,Jefferson Community Center,30
2012-12-04,Paulson Community Center,59
2012-12-04,Ormsby Community Center,54
2012-12-04,Warrington Community Center,66
2012-12-04,Phillips Community Center,15
2012-12-03,West Penn Community Center,109
2012-12-03,Brookline Community Center,236
2012-12-03,Arlington Community Center,23
2012-12-03,Ammon Community Center,20
2012-12-03,Jefferson Community Center,26
2012-12-03,Magee Community Center,29
2012-12-03,Ormsby Community Center,102
2012-12-03,Paulson Community Center,39
2012-12-03,Phillips Community Center,10
2012-12-03,Warrington Community Center,30
2012-12-01,West Penn Community Center,80
2012-12-01,Brookline Community Center,254
2012-12-01,Ormsby Community Center,24
2012-11-30,West Penn Community Center,85
2012-11-30,Brookline Community Center,85
2012-11-30,Ammon Community Center,16
2012-11-30,Arlington Community Center,29
2012-11-30,Magee Community Center,46
2012-11-30,Jefferson Community Center,24
2012-11-30,Ormsby Community Center,43
2012-11-30,Paulson Community Center,24
2012-11-30,Warrington Community Center,35
2012-11-30,Phillips Community Center,22
2012-11-29,West Penn Community Center,119
2012-11-29,Arlington Community Center,35
2012-11-29,Ammon Community Center,19
2012-11-29,Brookline Community Center,176
2012-11-29,Jefferson Community Center,20
2012-11-29,Magee Community Center,34
2012-11-29,Paulson Community Center,31
2012-11-29,Ormsby Community Center,31
2012-11-29,Phillips Community Center,29
2012-11-29,Warrington Community Center,59
2012-11-28,West Penn Community Center,88
2012-11-28,Brookline Community Center,206
2012-11-28,Ammon Community Center,21
2012-11-28,Arlington Community Center,50
2012-11-28,Magee Community Center,45
2012-11-28,Jefferson Community Center,11
2012-11-28,Ormsby Community Center,39
2012-11-28,Paulson Community Center,28
2012-11-28,Warrington Community Center,46
2012-11-28,Phillips Community Center,24
2012-11-27,West Penn Community Center,104
2012-11-27,Arlington Community Center,45
2012-11-27,Ammon Community Center,18
2012-11-27,Brookline Community Center,309
2012-11-27,Jefferson Community Center,22
2012-11-27,Magee Community Center,33
2012-11-27,Paulson Community Center,33
2012-11-27,Ormsby Community Center,40
2012-11-27,Phillips Community Center,20
2012-11-27,Warrington Community Center,55
2012-11-26,West Penn Community Center,62
2012-11-26,Brookline Community Center,260
2012-11-26,Ammon Community Center,25
2012-11-26,Arlington Community Center,13
2012-11-26,Magee Community Center,35
2012-11-26,Jefferson Community Center,22
2012-11-26,Ormsby Community Center,45
2012-11-26,Paulson Community Center,53
2012-11-26,Warrington Community Center,24
2012-11-26,Phillips Community Center,10
2012-11-24,West Penn Community Center,23
2012-11-24,Brookline Community Center,90
2012-11-24,Jefferson Community Center,4
2012-11-24,Magee Community Center,35
2012-11-24,Ormsby Community Center,18
2012-11-24,Phillips Community Center,18
2012-11-24,Warrington Community Center,1
2012-11-21,West Penn Community Center,42
2012-11-21,Brookline Community Center,160
2012-11-21,Arlington Community Center,16
2012-11-21,Ammon Community Center,18
2012-11-21,Magee Community Center,13
2012-11-21,Jefferson Community Center,8
2012-11-21,Ormsby Community Center,21
2012-11-21,Paulson Community Center,30
2012-11-21,Warrington Community Center,15
2012-11-21,Phillips Community Center,29
2012-11-20,West Penn Community Center,91
2012-11-20,Ammon Community Center,8
2012-11-20,Arlington Community Center,14
2012-11-20,Brookline Community Center,236
2012-11-20,Jefferson Community Center,23
2012-11-20,Magee Community Center,34
2012-11-20,Paulson Community Center,48
2012-11-20,Ormsby Community Center,25
2012-11-20,Phillips Community Center,4
2012-11-20,Warrington Community Center,51
2012-11-19,West Penn Community Center,88
2012-11-19,Brookline Community Center,216
2012-11-19,Arlington Community Center,32
2012-11-19,Ammon Community Center,23
2012-11-19,Magee Community Center,29
2012-11-19,Jefferson Community Center,28
2012-11-19,Ormsby Community Center,39
2012-11-19,Paulson Community Center,56
2012-11-19,Warrington Community Center,45
2012-11-19,Phillips Community Center,51
2012-11-17,West Penn Community Center,47
2012-11-17,Brookline Community Center,160
2012-11-17,Ormsby Community Center,15
2012-11-17,Phillips Community Center,12
2012-11-16,West Penn Community Center,69
2012-11-16,Brookline Community Center,79
2012-11-16,Arlington Community Center,21
2012-11-16,Jefferson Community Center,25
2012-11-16,Magee Community Center,10
2012-11-16,Ormsby Community Center,33
2012-11-16,Paulson Community Center,43
2012-11-16,Phillips Community Center,83
2012-11-16,Warrington Community Center,19
2012-11-15,West Penn Community Center,117
2012-11-15,Arlington Community Center,49
2012-11-15,Ammon Community Center,15
2012-11-15,Brookline Community Center,124
2012-11-15,Magee Community Center,30
2012-11-15,Jefferson Community Center,26
2012-11-15,Paulson Community Center,34
2012-11-15,Ormsby Community Center,41
2012-11-15,Warrington Community Center,45
2012-11-15,Phillips Community Center,77
2012-11-14,West Penn Community Center,73
2012-11-14,Brookline Community Center,195
2012-11-14,Ammon Community Center,55
2012-11-14,Arlington Community Center,25
2012-11-14,Jefferson Community Center,22
2012-11-14,Magee Community Center,37
2012-11-14,Ormsby Community Center,57
2012-11-14,Paulson Community Center,29
2012-11-14,Phillips Community Center,14
2012-11-14,Warrington Community Center,53
2012-11-13,West Penn Community Center,77
2012-11-13,Arlington Community Center,104
2012-11-13,Ammon Community Center,17
2012-11-13,Brookline Community Center,153
2012-11-13,Magee Community Center,18
2012-11-13,Jefferson Community Center,50
2012-11-13,Paulson Community Center,52
2012-11-13,Ormsby Community Center,44
2012-11-13,Warrington Community Center,44
2012-11-13,Phillips Community Center,29
2012-11-10,Brookline Community Center,183
2012-11-10,Magee Community Center,7
2012-11-10,Ormsby Community Center,9
2012-11-09,West Penn Community Center,82
2012-11-09,Brookline Community Center,76
2012-11-09,Ammon Community Center,17
2012-11-09,Arlington Community Center,22
2012-11-09,Magee Community Center,33
2012-11-09,Jefferson Community Center,19
2012-11-09,Ormsby Community Center,27
2012-11-09,Paulson Community Center,61
2012-11-09,Phillips Community Center,36
2012-11-09,Warrington Community Center,32
2012-11-08,West Penn Community Center,112
2012-11-08,Arlington Community Center,112
2012-11-08,Ammon Community Center,6
2012-11-08,Brookline Community Center,141
2012-11-08,Jefferson Community Center,25
2012-11-08,Magee Community Center,36
2012-11-08,Paulson Community Center,53
2012-11-08,Ormsby Community Center,37
2012-11-08,Warrington Community Center,41
2012-11-08,Phillips Community Center,3
2012-11-07,West Penn Community Center,93
2012-11-07,Brookline Community Center,195
2012-11-07,Ammon Community Center,90
2012-11-07,Arlington Community Center,30
2012-11-07,Magee Community Center,19
2012-11-07,Jefferson Community Center,18
2012-11-07,Ormsby Community Center,35
2012-11-07,Paulson Community Center,45
2012-11-07,Phillips Community Center,18
2012-11-07,Warrington Community Center,44
2012-11-06,West Penn Community Center,67
2012-11-06,Arlington Community Center,139
2012-11-06,Ammon Community Center,102
2012-11-06,Brookline Community Center,122
2012-11-06,Jefferson Community Center,28
2012-11-06,Magee Community Center,40
2012-11-06,Ormsby Community Center,53
2012-11-06,Phillips Community Center,121
2012-11-05,West Penn Community Center,94
2012-11-05,Brookline Community Center,184
2012-11-05,Ammon Community Center,217
2012-11-05,Arlington Community Center,14
2012-11-05,Magee Community Center,41
2012-11-05,Jefferson Community Center,25
2012-11-05,Ormsby Community Center,80
2012-11-05,Paulson Community Center,48
2012-11-05,Phillips Community Center,12
2012-11-03,West Penn Community Center,7
2012-11-03,Brookline Community Center,100
2012-11-03,Ormsby Community Center,3
2012-11-03,Phillips Community Center,13
2012-11-02,West Penn Community Center,88
2012-11-02,Brookline Community Center,147
2012-11-02,Arlington Community Center,6
2012-11-02,Ammon Community Center,19
2012-11-02,Jefferson Community Center,17
2012-11-02,Magee Community Center,31
2012-11-02,Ormsby Community Center,28
2012-11-02,Paulson Community Center,36
2012-11-02,Phillips Community Center,18
2012-11-02,Warrington Community Center,22
2012-11-01,West Penn Community Center,112
2012-11-01,Ammon Community Center,158
2012-11-01,Arlington Community Center,26
2012-11-01,Brookline Community Center,241
2012-11-01,Magee Community Center,24
2012-11-01,Jefferson Community Center,36
2012-11-01,Paulson Community Center,25
2012-11-01,Ormsby Community Center,25
2012-11-01,Warrington Community Center,18
2012-11-01,Phillips Community Center,19
2012-10-31,West Penn Community Center,64
2012-10-31,Brookline Community Center,185
2012-10-31,Arlington Community Center,54
2012-10-31,Ammon Community Center,16
2012-10-31,Jefferson Community Center,31
2012-10-31,Magee Community Center,40
2012-10-31,Ormsby Community Center,50
2012-10-31,Paulson Community Center,37
2012-10-31,Phillips Community Center,22
2012-10-31,Warrington Community Center,32
2012-10-30,Arlington Community Center,65
2012-10-29,West Penn Community Center,36
2012-10-29,Arlington Community Center,15
2012-10-29,Ammon Community Center,15
2012-10-29,Brookline Community Center,102
2012-10-29,Magee Community Center,20
2012-10-29,Jefferson Community Center,9
2012-10-29,Paulson Community Center,19
2012-10-29,Ormsby Community Center,58
2012-10-29,Warrington Community Center,19
2012-10-29,Phillips Community Center,10
2012-10-27,West Penn Community Center,21
2012-10-27,Brookline Community Center,131
2012-10-27,Jefferson Community Center,7
2012-10-27,Ormsby Community Center,24
2012-10-27,Phillips Community Center,166
2012-10-26,West Penn Community Center,55
2012-10-26,Brookline Community Center,69
2012-10-26,Ammon Community Center,4
2012-10-26,Arlington Community Center,100
2012-10-26,Jefferson Community Center,29
2012-10-26,Magee Community Center,21
2012-10-26,Ormsby Community Center,18
2012-10-26,Phillips Community Center,36
2012-10-25,West Penn Community Center,21
2012-10-25,Arlington Community Center,11
2012-10-25,Ammon Community Center,15
2012-10-25,Brookline Community Center,32
2012-10-25,Magee Community Center,29
2012-10-25,Jefferson Community Center,20
2012-10-25,Ormsby Community Center,13
2012-10-25,Paulson Community Center,4
2012-10-25,Phillips Community Center,12
2012-10-25,Warrington Community Center,17
2012-10-24,West Penn Community Center,84
2012-10-24,Brookline Community Center,244
2012-10-24,Ammon Community Center,33
2012-10-24,Arlington Community Center,11
2012-10-24,Jefferson Community Center,29
2012-10-24,Magee Community Center,39
2012-10-24,Paulson Community Center,17
2012-10-24,Ormsby Community Center,68
2012-10-24,Warrington Community Center,44
2012-10-24,Phillips Community Center,21
2012-10-23,West Penn Community Center,51
2012-10-23,Arlington Community Center,14
2012-10-23,Ammon Community Center,14
2012-10-23,Brookline Community Center,216
2012-10-23,Magee Community Center,35
2012-10-23,Jefferson Community Center,40
2012-10-23,Ormsby Community Center,98
2012-10-23,Paulson Community Center,79
2012-10-23,Phillips Community Center,22
2012-10-23,Warrington Community Center,34
2012-10-22,West Penn Community Center,86
2012-10-22,Brookline Community Center,216
2012-10-22,Ammon Community Center,12
2012-10-22,Arlington Community Center,4
2012-10-22,Jefferson Community Center,27
2012-10-22,Magee Community Center,37
2012-10-22,Paulson Community Center,18
2012-10-22,Ormsby Community Center,81
2012-10-22,Warrington Community Center,40
2012-10-22,Phillips Community Center,36
2012-10-20,West Penn Community Center,18
2012-10-20,Brookline Community Center,149
2012-10-20,Jefferson Community Center,4
2012-10-20,Ormsby Community Center,11
2012-10-19,West Penn Community Center,50
2012-10-19,Brookline Community Center,110
2012-10-19,Arlington Community Center,34
2012-10-19,Ammon Community Center,8
2012-10-19,Jefferson Community Center,25
2012-10-19,Magee Community Center,19
2012-10-19,Ormsby Community Center,33
2012-10-19,Paulson Community Center,27
2012-10-19,Phillips Community Center,48
2012-10-19,Warrington Community Center,32
2012-10-18,West Penn Community Center,97
2012-10-18,Ammon Community Center,80
2012-10-18,Arlington Community Center,109
2012-10-18,Brookline Community Center,103
2012-10-18,Magee Community Center,17
2012-10-18,Jefferson Community Center,40
2012-10-18,Paulson Community Center,30
2012-10-18,Ormsby Community Center,42
2012-10-18,Warrington Community Center,39
2012-10-18,Phillips Community Center,16
2012-10-17,West Penn Community Center,81
2012-10-17,Brookline Community Center,208
2012-10-17,Arlington Community Center,59
2012-10-17,Ammon Community Center,15
2012-10-17,Jefferson Community Center,27
2012-10-17,Magee Community Center,27
2012-10-17,Ormsby Community Center,61
2012-10-17,Paulson Community Center,37
2012-10-17,Phillips Community Center,21
2012-10-17,Warrington Community Center,37
2012-10-16,West Penn Community Center,63
2012-10-16,Ammon Community Center,59
2012-10-16,Arlington Community Center,91
2012-10-16,Brookline Community Center,203
2012-10-16,Magee Community Center,24
2012-10-16,Jefferson Community Center,34
2012-10-16,Paulson Community Center,63
2012-10-16,Ormsby Community Center,86
2012-10-16,Warrington Community Center,22
2012-10-16,Phillips Community Center,30
2012-10-15,West Penn Community Center,120
2012-10-15,Brookline Community Center,162
2012-10-15,Arlington Community Center,14
2012-10-15,Ammon Community Center,20
2012-10-15,Jefferson Community Center,20
2012-10-15,Magee Community Center,28
2012-10-15,Ormsby Community Center,46
2012-10-15,Phillips Community Center,77
2012-10-15,Warrington Community Center,32
2012-10-13,West Penn Community Center,317
2012-10-13,Brookline Community Center,200
2012-10-13,Ormsby Community Center,2
2012-10-12,West Penn Community Center,270
2012-10-12,Brookline Community Center,148
2012-10-12,Ammon Community Center,9
2012-10-12,Arlington Community Center,99
2012-10-12,Magee Community Center,34
2012-10-12,Jefferson Community Center,24
2012-10-12,Ormsby Community Center,51
2012-10-12,Paulson Community Center,38
2012-10-12,Warrington Community Center,38
2012-10-12,Phillips Community Center,39
2012-10-11,West Penn Community Center,93
2012-10-11,Arlington Community Center,80
2012-10-11,Ammon Community Center,25
2012-10-11,Brookline Community Center,197
2012-10-11,Jefferson Community Center,26
2012-10-11,Magee Community Center,38
2012-10-11,Paulson Community Center,47
2012-10-11,Ormsby Community Center,70
2012-10-11,Phillips Community Center,11
2012-10-11,Warrington Community Center,46
2012-10-10,West Penn Community Center,63
2012-10-10,Brookline Community Center,281
2012-10-10,Ammon Community Center,32
2012-10-10,Arlington Community Center,58
2012-10-10,Magee Community Center,54
2012-10-10,Jefferson Community Center,29
2012-10-10,Ormsby Community Center,43
2012-10-10,Paulson Community Center,34
2012-10-10,Warrington Community Center,50
2012-10-10,Phillips Community Center,21
2012-10-09,West Penn Community Center,42
2012-10-09,Arlington Community Center,28
2012-10-09,Ammon Community Center,20
2012-10-09,Brookline Community Center,189
2012-10-09,Jefferson Community Center,22
2012-10-09,Magee Community Center,36
2012-10-09,Paulson Community Center,51
2012-10-09,Ormsby Community Center,77
2012-10-09,Phillips Community Center,27
2012-10-09,Warrington Community Center,47
2012-10-08,West Penn Community Center,70
2012-10-08,Brookline Community Center,180
2012-10-08,Ammon Community Center,14
2012-10-08,Arlington Community Center,33
2012-10-08,Magee Community Center,15
2012-10-08,Jefferson Community Center,21
2012-10-08,Ormsby Community Center,66
2012-10-08,Paulson Community Center,56
2012-10-08,Warrington Community Center,41
2012-10-08,Phillips Community Center,22
2012-10-06,West Penn Community Center,14
2012-10-06,Brookline Community Center,454
2012-10-06,Jefferson Community Center,4
2012-10-06,Ormsby Community Center,24
2012-10-05,West Penn Community Center,57
2012-10-05,Brookline Community Center,100
2012-10-05,Arlington Community Center,157
2012-10-05,Ammon Community Center,17
2012-10-05,Jefferson Community Center,18
2012-10-05,Magee Community Center,28
2012-10-05,Ormsby Community Center,37
2012-10-05,Paulson Community Center,50
2012-10-05,Phillips Community Center,20
2012-10-05,Warrington Community Center,15
2012-10-04,West Penn Community Center,88
2012-10-04,Ammon Community Center,17
2012-10-04,Arlington Community Center,96
2012-10-04,Brookline Community Center,222
2012-10-04,Magee Community Center,25
2012-10-04,Jefferson Community Center,5
2012-10-04,Paulson Community Center,25
2012-10-04,Ormsby Community Center,49
2012-10-04,Warrington Community Center,22
2012-10-04,Phillips Community Center,17
2012-10-03,West Penn Community Center,91
2012-10-03,Brookline Community Center,281
2012-10-03,Arlington Community Center,58
2012-10-03,Ammon Community Center,14
2012-10-03,Jefferson Community Center,16
2012-10-03,Magee Community Center,35
2012-10-03,Ormsby Community Center,53
2012-10-03,Paulson Community Center,42
2012-10-03,Phillips Community Center,14
2012-10-03,Warrington Community Center,13
2012-10-02,West Penn Community Center,40
2012-10-02,Ammon Community Center,63
2012-10-02,Arlington Community Center,23
2012-10-02,Brookline Community Center,174
2012-10-02,Magee Community Center,25
2012-10-02,Jefferson Community Center,34
2012-10-02,Paulson Community Center,61
2012-10-02,Ormsby Community Center,97
2012-10-02,Warrington Community Center,13
2012-10-02,Phillips Community Center,26
2012-10-01,West Penn Community Center,64
2012-10-01,Brookline Community Center,157
2012-10-01,Arlington Community Center,42
2012-10-01,Ammon Community Center,16
2012-10-01,Jefferson Community Center,24
2012-10-01,Magee Community Center,27
2012-10-01,Ormsby Community Center,42
2012-10-01,Paulson Community Center,29
2012-10-01,Phillips Community Center,38
2012-10-01,Warrington Community Center,19
2012-09-29,West Penn Community Center,10
2012-09-29,Brookline Community Center,173
2012-09-29,Ormsby Community Center,3
2012-09-28,West Penn Community Center,19
2012-09-28,Brookline Community Center,105
2012-09-28,Magee Community Center,24
2012-09-28,Jefferson Community Center,16
2012-09-28,Ormsby Community Center,18
2012-09-28,Warrington Community Center,19
2012-09-28,Phillips Community Center,10
2012-09-27,West Penn Community Center,23
2012-09-27,Brookline Community Center,231
2012-09-27,Ammon Community Center,7
2012-09-27,Arlington Community Center,35
2012-09-27,Jefferson Community Center,19
2012-09-27,Magee Community Center,23
2012-09-27,Ormsby Community Center,24
2012-09-27,Phillips Community Center,20
2012-09-27,Warrington Community Center,18
2012-09-26,West Penn Community Center,27
2012-09-26,Arlington Community Center,40
2012-09-26,Ammon Community Center,23
2012-09-26,Brookline Community Center,246
2012-09-26,Magee Community Center,31
2012-09-26,Jefferson Community Center,28
2012-09-26,Ormsby Community Center,71
2012-09-26,Warrington Community Center,20
2012-09-26,Phillips Community Center,22
2012-09-25,West Penn Community Center,31
2012-09-25,Brookline Community Center,162
2012-09-25,Ammon Community Center,19
2012-09-25,Arlington Community Center,69
2012-09-25,Jefferson Community Center,26
2012-09-25,Magee Community Center,24
2012-09-25,Ormsby Community Center,83
2012-09-25,Phillips Community Center,19
2012-09-25,Warrington Community Center,22
2012-09-24,West Penn Community Center,46
2012-09-24,Arlington Community Center,23
2012-09-24,Ammon Community Center,41
2012-09-24,Brookline Community Center,132
2012-09-24,Magee Community Center,23
2012-09-24,Jefferson Community Center,37
2012-09-24,Ormsby Community Center,27
2012-09-24,Warrington Community Center,30
2012-09-24,Phillips Community Center,25
2012-09-22,West Penn Community Center,2
2012-09-22,Brookline Community Center,361
2012-09-22,Jefferson Community Center,6
2012-09-22,Ormsby Community Center,12
2012-09-22,Phillips Community Center,25
2012-09-21,West Penn Community Center,22
2012-09-21,Brookline Community Center,359
2012-09-21,Ammon Community Center,19
2012-09-21,Arlington Community Center,145
2012-09-21,Jefferson Community Center,21
2012-09-21,Magee Community Center,6
2012-09-21,Ormsby Community Center,46
2012-09-21,Phillips Community Center,20
2012-09-21,Warrington Community Center,24
2012-09-20,West Penn Community Center,31
2012-09-20,Arlington Community Center,123
2012-09-20,Ammon Community Center,17
2012-09-20,Brookline Community Center,190
2012-09-20,Magee Community Center,24
2012-09-20,Jefferson Community Center,30
2012-09-20,Ormsby Community Center,26
2012-09-20,Warrington Community Center,22
2012-09-20,Phillips Community Center,20
2012-09-19,West Penn Community Center,30
2012-09-19,Brookline Community Center,211
2012-09-19,Ammon Community Center,28
2012-09-19,Arlington Community Center,46
2012-09-19,Jefferson Community Center,18
2012-09-19,Magee Community Center,26
2012-09-19,Ormsby Community Center,30
2012-09-19,Paulson Community Center,21
2012-09-19,Phillips Community Center,20
2012-09-19,Warrington Community Center,32
2012-09-18,West Penn Community Center,40
2012-09-18,Arlington Community Center,157
2012-09-18,Ammon Community Center,18
2012-09-18,Brookline Community Center,741
2012-09-18,Magee Community Center,30
2012-09-18,Jefferson Community Center,22
2012-09-18,Paulson Community Center,18
2012-09-18,Ormsby Community Center,39
2012-09-18,Warrington Community Center,41
2012-09-18,Phillips Community Center,17
2012-09-17,West Penn Community Center,28
2012-09-17,Brookline Community Center,190
2012-09-17,Ammon Community Center,25
2012-09-17,Arlington Community Center,24
2012-09-17,Jefferson Community Center,20
2012-09-17,Magee Community Center,18
2012-09-17,Ormsby Community Center,76
2012-09-17,Paulson Community Center,23
2012-09-17,Phillips Community Center,34
2012-09-17,Warrington Community Center,28
2012-09-15,West Penn Community Center,13
2012-09-15,Brookline Community Center,236
2012-09-15,Jefferson Community Center,5
2012-09-15,Ormsby Community Center,5
2012-09-15,Phillips Community Center,13
2012-09-14,West Penn Community Center,19
2012-09-14,Brookline Community Center,95
2012-09-14,Arlington Community Center,10
2012-09-14,Ammon Community Center,18
2012-09-14,Jefferson Community Center,27
2012-09-14,Magee Community Center,20
2012-09-14,Ormsby Community Center,60
2012-09-14,Phillips Community Center,12
2012-09-14,Warrington Community Center,17
2012-09-13,West Penn Community Center,16
