date,center_name,attendance_count
2014-12-08,Jefferson Community Center,28
2014-12-08,Magee Community Center,54
2014-12-08,Ormsby Community Center,58
2014-12-08,Paulson Community Center,27
2014-12-08,Phillips Community Center,81
2014-12-06,West Penn Community Center,174
2014-12-06,Brookline Community Center,401
2014-12-06,Ormsby Community Center,13
2014-12-06,Phillips Community Center,47
2014-12-05,West Penn Community Center,77
2014-12-05,Warrington Community Center,34
2014-12-05,Arlington Community Center,88
2014-12-05,Ammon Community Center,33
2014-12-05,Brookline Community Center,188
2014-12-05,Jefferson Community Center,28
2014-12-05,Ormsby Community Center,29
2014-12-05,Magee Community Center,45
2014-12-05,Phillips Community Center,50
2014-12-05,Paulson Community Center,30
2014-12-04,Warrington Community Center,50
2014-12-04,West Penn Community Center,57
2014-12-04,Ammon Community Center,74
2014-12-04,Arlington Community Center,62
2014-12-04,Jefferson Community Center,27
2014-12-04,Brookline Community Center,342
2014-12-04,Magee Community Center,36
2014-12-04,Ormsby Community Center,36
2014-12-04,Paulson Community Center,22
2014-12-04,Phillips Community Center,80
2014-12-03,West Penn Community Center,83
2014-12-03,Warrington Community Center,45
2014-12-03,Arlington Community Center,43
2014-12-03,Ammon Community Center,127
2014-12-03,Brookline Community Center,189
2014-12-03,Jefferson Community Center,28
2014-12-03,Ormsby Community Center,44
2014-12-03,Magee Community Center,52
2014-12-03,Phillips Community Center,164
2014-12-03,Paulson Community Center,23
2014-12-02,Warrington Community Center,48
2014-12-02,West Penn Community Center,83
2014-12-02,Ammon Community Center,101
2014-12-02,Arlington Community Center,99
2014-12-02,Jefferson Community Center,29
2014-12-02,Brookline Community Center,333
2014-12-02,Magee Community Center,46
2014-12-02,Ormsby Community Center,35
2014-12-02,Paulson Community Center,24
2014-12-02,Phillips Community Center,140
2014-12-01,West Penn Community Center,64
2014-12-01,Warrington Community Center,63
2014-12-01,Arlington Community Center,45
2014-12-01,Ammon Community Center,132
2014-12-01,Brookline Community Center,352
2014-12-01,Jefferson Community Center,7
2014-12-01,Ormsby Community Center,56
2014-12-01,Magee Community Center,41
2014-12-01,Phillips Community Center,86
2014-12-01,Paulson Community Center,29
2014-11-29,Warrington Community Center,24
2014-11-29,West Penn Community Center,41
2014-11-29,Ormsby Community Center,11
2014-11-26,West Penn Community Center,67
2014-11-26,Warrington Community Center,59
2014-11-26,Ammon Community Center,73
2014-11-26,Arlington Community Center,16
2014-11-26,Jefferson Community Center,22
2014-11-26,Brookline Community Center,108
2014-11-26,Ormsby Community Center,25
2014-11-26,Magee Community Center,39
2014-11-26,Paulson Community Center,18
2014-11-26,Phillips Community Center,65
2014-11-25,Warrington Community Center,72
2014-11-25,West Penn Community Center,62
2014-11-25,Arlington Community Center,51
2014-11-25,Ammon Community Center,91
2014-11-25,Brookline Community Center,187
2014-11-25,Jefferson Community Center,31
2014-11-25,Magee Community Center,53
2014-11-25,Ormsby Community Center,28
2014-11-25,Phillips Community Center,36
2014-11-25,Paulson Community Center,27
2014-11-24,West Penn Community Center,90
2014-11-24,Warrington Community Center,83
2014-11-24,Ammon Community Center,20
2014-11-24,Arlington Community Center,45
2014-11-24,Jefferson Community Center,27
2014-11-24,Brookline Community Center,290
2014-11-24,Ormsby Community Center,67
2014-11-24,Magee Community Center,50
2014-11-24,Paulson Community Center,4
2014-11-24,Phillips Community Center,110
2014-11-22,Warrington Community Center,138
2014-11-22,West Penn Community Center,45
2014-11-22,Brookline Community Center,106
2014-11-22,Ormsby Community Center,18
2014-11-22,Phillips Community Center,10
2014-11-21,West Penn Community Center,80
2014-11-21,Warrington Community Center,66
2014-11-21,Arlington Community Center,23
2014-11-21,Ammon Community Center,63
2014-11-21,Brookline Community Center,89
2014-11-21,Jefferson Community Center,30
2014-11-21,Ormsby Community Center,29
2014-11-21,Phillips Community Center,93
2014-11-21,Paulson Community Center,17
2014-11-20,Warrington Community Center,80
2014-11-20,West Penn Community Center,41
2014-11-20,Ammon Community Center,67
2014-11-20,Arlington Community Center,40
2014-11-20,Jefferson Community Center,20
2014-11-20,Brookline Community Center,148
2014-11-20,Ormsby Community Center,41
2014-11-20,Paulson Community Center,29
2014-11-20,Phillips Community Center,50
2014-11-19,West Penn Community Center,76
2014-11-19,Warrington Community Center,103
2014-11-19,Arlington Community Center,24
2014-11-19,Ammon Community Center,159
2014-11-19,Brookline Community Center,224
2014-11-19,Jefferson Community Center,20
2014-11-19,Ormsby Community Center,32
2014-11-19,Phillips Community Center,93
2014-11-19,Paulson Community Center,24
2014-11-18,Warrington Community Center,83
2014-11-18,West Penn Community Center,40
2014-11-18,Ammon Community Center,82
2014-11-18,Arlington Community Center,48
2014-11-18,Jefferson Community Center,20
2014-11-18,Brookline Community Center,149
2014-11-18,Ormsby Community Center,33
2014-11-18,Magee Community Center,36
2014-11-18,Paulson Community Center,24
2014-11-18,Phillips Community Center,84
2014-11-17,West Penn Community Center,80
2014-11-17,Warrington Community Center,48
2014-11-17,Arlington Community Center,27
2014-11-17,Ammon Community Center,157
2014-11-17,Brookline Community Center,142
2014-11-17,Jefferson Community Center,20
2014-11-17,Magee Community Center,56
2014-11-17,Ormsby Community Center,47
2014-11-17,Phillips Community Center,80
2014-11-17,Paulson Community Center,20
2014-11-15,Brookline Community Center,75
2014-11-15,Ormsby Community Center,3
2014-11-14,Warrington Community Center,39
2014-11-14,Brookline Community Center,108
2014-11-14,Ormsby Community Center,26
2014-11-14,Paulson Community Center,4
2014-11-14,Phillips Community Center,106
2014-11-13,Warrington Community Center,33
2014-11-13,West Penn Community Center,43
2014-11-13,Ammon Community Center,94
2014-11-13,Arlington Community Center,41
2014-11-13,Brookline Community Center,81
2014-11-13,Jefferson Community Center,29
2014-11-13,Ormsby Community Center,49
2014-11-13,Magee Community Center,41
2014-11-13,Phillips Community Center,51
2014-11-13,Paulson Community Center,19
2014-11-12,West Penn Community Center,58
2014-11-12,Warrington Community Center,38
2014-11-12,Arlington Community Center,57
2014-11-12,Ammon Community Center,156
2014-11-12,Jefferson Community Center,32
2014-11-12,Brookline Community Center,177
2014-11-12,Magee Community Center,59
2014-11-12,Ormsby Community Center,49
2014-11-12,Paulson Community Center,29
2014-11-12,Phillips Community Center,91
2014-11-10,Warrington Community Center,31
2014-11-10,Ammon Community Center,97
2014-11-10,Arlington Community Center,50
2014-11-10,Brookline Community Center,135
2014-11-10,Jefferson Community Center,20
2014-11-10,Ormsby Community Center,43
2014-11-10,Magee Community Center,35
2014-11-10,Phillips Community Center,56
2014-11-10,Paulson Community Center,11
2014-11-08,Brookline Community Center,74
2014-11-08,Ormsby Community Center,15
2014-11-08,Phillips Community Center,14
2014-11-07,Warrington Community Center,11
2014-11-07,Arlington Community Center,15
2014-11-07,Ammon Community Center,60
2014-11-07,Brookline Community Center,88
2014-11-07,Jefferson Community Center,40
2014-11-07,Ormsby Community Center,38
2014-11-07,Magee Community Center,59
2014-11-07,Phillips Community Center,25
2014-11-07,Paulson Community Center,17
2014-11-06,Warrington Community Center,29
2014-11-06,Ammon Community Center,100
2014-11-06,Arlington Community Center,16
2014-11-06,Jefferson Community Center,20
2014-11-06,Brookline Community Center,147
2014-11-06,Magee Community Center,19
2014-11-06,Ormsby Community Center,32
2014-11-06,Paulson Community Center,15
2014-11-06,Phillips Community Center,52
2014-11-05,Warrington Community Center,48
2014-11-05,Arlington Community Center,15
2014-11-05,Ammon Community Center,173
2014-11-05,Brookline Community Center,198
2014-11-05,Jefferson Community Center,12
2014-11-05,Ormsby Community Center,38
2014-11-05,Magee Community Center,83
2014-11-05,Phillips Community Center,26
2014-11-05,Paulson Community Center,28
2014-11-04,Warrington Community Center,1
2014-11-04,Ammon Community Center,105
2014-11-04,Arlington Community Center,199
2014-11-04,Jefferson Community Center,47
2014-11-04,Brookline Community Center,361
2014-11-04,Magee Community Center,30
2014-11-04,Ormsby Community Center,57
2014-11-04,Paulson Community Center,3
2014-11-04,Phillips Community Center,41
2014-11-03,West Penn Community Center,18
2014-11-03,Arlington Community Center,28
2014-11-03,Ammon Community Center,106
2014-11-03,Brookline Community Center,125
2014-11-03,Jefferson Community Center,23
2014-11-03,Ormsby Community Center,44
2014-11-03,Magee Community Center,30
2014-11-03,Phillips Community Center,98
2014-11-03,Paulson Community Center,42
2014-11-01,West Penn Community Center,44
2014-11-01,Brookline Community Center,40
2014-11-01,Ormsby Community Center,63
2014-11-01,Phillips Community Center,40
2014-10-31,West Penn Community Center,29
2014-10-31,Brookline Community Center,45
2014-10-31,Jefferson Community Center,14
2014-10-31,Ormsby Community Center,14
2014-10-31,Magee Community Center,25
2014-10-31,Phillips Community Center,21
2014-10-31,Paulson Community Center,30
2014-10-30,West Penn Community Center,122
2014-10-30,Arlington Community Center,18
2014-10-30,Jefferson Community Center,34
2014-10-30,Brookline Community Center,153
2014-10-30,Magee Community Center,31
2014-10-30,Ormsby Community Center,54
2014-10-30,Paulson Community Center,30
2014-10-30,Phillips Community Center,36
2014-10-29,West Penn Community Center,25
2014-10-29,Arlington Community Center,18
2014-10-29,Brookline Community Center,191
2014-10-29,Jefferson Community Center,28
2014-10-29,Ormsby Community Center,79
2014-10-29,Magee Community Center,41
2014-10-29,Phillips Community Center,39
2014-10-28,West Penn Community Center,64
2014-10-28,Arlington Community Center,31
2014-10-28,Jefferson Community Center,35
2014-10-28,Brookline Community Center,123
2014-10-28,Magee Community Center,25
2014-10-28,Ormsby Community Center,92
2014-10-28,Phillips Community Center,66
2014-10-27,West Penn Community Center,58
2014-10-27,Arlington Community Center,28
2014-10-27,Brookline Community Center,158
2014-10-27,Jefferson Community Center,34
2014-10-27,Ormsby Community Center,53
2014-10-27,Magee Community Center,21
2014-10-27,Phillips Community Center,130
2014-10-25,Warrington Community Center,2
2014-10-25,Phillips Community Center,4
2014-10-24,Warrington Community Center,2
2014-10-24,West Penn Community Center,2
2014-10-24,Jefferson Community Center,24
2014-10-24,Brookline Community Center,51
2014-10-24,Magee Community Center,23
2014-10-24,Phillips Community Center,13
2014-10-23,West Penn Community Center,101
2014-10-23,Warrington Community Center,3
2014-10-23,Arlington Community Center,17
2014-10-23,Ammon Community Center,76
2014-10-23,Brookline Community Center,145
2014-10-23,Jefferson Community Center,23
2014-10-23,Magee Community Center,26
2014-10-23,Ormsby Community Center,77
2014-10-23,Phillips Community Center,42
2014-10-23,Paulson Community Center,42
2014-10-22,Warrington Community Center,7
2014-10-22,West Penn Community Center,95
2014-10-22,Ammon Community Center,100
2014-10-22,Arlington Community Center,42
2014-10-22,Jefferson Community Center,24
2014-10-22,Brookline Community Center,199
2014-10-22,Ormsby Community Center,35
2014-10-22,Magee Community Center,35
2014-10-22,Paulson Community Center,35
2014-10-22,Phillips Community Center,45
2014-10-21,West Penn Community Center,65
2014-10-21,Arlington Community Center,19
2014-10-21,Ammon Community Center,74
2014-10-21,Brookline Community Center,100
2014-10-21,Jefferson Community Center,12
2014-10-21,Magee Community Center,34
2014-10-21,Ormsby Community Center,71
2014-10-21,Phillips Community Center,78
2014-10-21,Paulson Community Center,35
2014-10-20,West Penn Community Center,75
2014-10-20,Warrington Community Center,20
2014-10-20,Ammon Community Center,99
2014-10-20,Arlington Community Center,30
2014-10-20,Jefferson Community Center,41
2014-10-20,Brookline Community Center,150
2014-10-20,Ormsby Community Center,65
2014-10-20,Magee Community Center,30
2014-10-20,Paulson Community Center,35
2014-10-20,Phillips Community Center,54
2014-10-19,Ormsby Community Center,34
2014-10-18,Warrington Community Center,3
2014-10-18,West Penn Community Center,16
2014-10-18,Brookline Community Center,55
2014-10-18,Ormsby Community Center,73
2014-10-18,Magee Community Center,5
2014-10-18,Phillips Community Center,9
2014-10-17,West Penn Community Center,72
2014-10-17,Warrington Community Center,15
2014-10-17,Arlington Community Center,9
2014-10-17,Ammon Community Center,60
2014-10-17,Brookline Community Center,104
2014-10-17,Jefferson Community Center,30
2014-10-17,Magee Community Center,17
2014-10-17,Ormsby Community Center,27
2014-10-17,Phillips Community Center,52
2014-10-17,Paulson Community Center,1
2014-10-16,Warrington Community Center,2
2014-10-16,West Penn Community Center,118
2014-10-16,Ammon Community Center,24
2014-10-16,Arlington Community Center,21
2014-10-16,Jefferson Community Center,35
2014-10-16,Brookline Community Center,95
2014-10-16,Ormsby Community Center,52
2014-10-16,Magee Community Center,16
2014-10-16,Paulson Community Center,23
2014-10-16,Phillips Community Center,28
2014-10-15,West Penn Community Center,81
2014-10-15,Warrington Community Center,8
2014-10-15,Arlington Community Center,35
2014-10-15,Ammon Community Center,91
2014-10-15,Brookline Community Center,219
2014-10-15,Jefferson Community Center,49
2014-10-15,Magee Community Center,38
2014-10-15,Ormsby Community Center,38
2014-10-15,Phillips Community Center,62
2014-10-15,Paulson Community Center,56
2014-10-14,Warrington Community Center,10
2014-10-14,West Penn Community Center,50
2014-10-14,Ammon Community Center,70
2014-10-14,Arlington Community Center,19
2014-10-14,Jefferson Community Center,34
2014-10-14,Brookline Community Center,178
2014-10-14,Ormsby Community Center,92
2014-10-14,Magee Community Center,29
2014-10-14,Paulson Community Center,15
2014-10-14,Phillips Community Center,40
2014-10-13,West Penn Community Center,67
2014-10-13,Warrington Community Center,33
2014-10-13,Arlington Community Center,18
2014-10-13,Ammon Community Center,36
2014-10-13,Brookline Community Center,222
2014-10-13,Jefferson Community Center,34
2014-10-13,Magee Community Center,43
2014-10-13,Ormsby Community Center,55
2014-10-13,Phillips Community Center,132
2014-10-13,Paulson Community Center,34
2014-10-11,Warrington Community Center,13
2014-10-11,West Penn Community Center,22
2014-10-11,Brookline Community Center,58
2014-10-11,Ormsby Community Center,109
2014-10-11,Magee Community Center,5
2014-10-11,Phillips Community Center,9
2014-10-10,West Penn Community Center,52
2014-10-10,Warrington Community Center,16
2014-10-10,Ammon Community Center,65
2014-10-10,Arlington Community Center,35
2014-10-10,Brookline Community Center,93
2014-10-10,Jefferson Community Center,33
2014-10-10,Magee Community Center,27
2014-10-10,Ormsby Community Center,23
2014-10-10,Phillips Community Center,44
2014-10-10,Paulson Community Center,38
2014-10-09,Warrington Community Center,10
2014-10-09,West Penn Community Center,107
2014-10-09,Arlington Community Center,19
2014-10-09,Ammon Community Center,39
2014-10-09,Jefferson Community Center,26
2014-10-09,Brookline Community Center,219
2014-10-09,Ormsby Community Center,89
2014-10-09,Magee Community Center,25
2014-10-09,Paulson Community Center,31
2014-10-09,Phillips Community Center,30
2014-10-08,West Penn Community Center,80
2014-10-08,Warrington Community Center,14
2014-10-08,Ammon Community Center,87
2014-10-08,Arlington Community Center,13
2014-10-08,Brookline Community Center,223
2014-10-08,Jefferson Community Center,20
2014-10-08,Magee Community Center,37
2014-10-08,Ormsby Community Center,102
2014-10-08,Phillips Community Center,39
2014-10-08,Paulson Community Center,51
2014-10-07,Warrington Community Center,13
2014-10-07,West Penn Community Center,33
2014-10-07,Arlington Community Center,22
2014-10-07,Ammon Community Center,94
2014-10-07,Jefferson Community Center,25
2014-10-07,Brookline Community Center,104
2014-10-07,Ormsby Community Center,50
2014-10-07,Magee Community Center,23
2014-10-07,Paulson Community Center,37
2014-10-07,Phillips Community Center,47
2014-10-06,West Penn Community Center,62
2014-10-06,Warrington Community Center,16
2014-10-06,Ammon Community Center,77
2014-10-06,Arlington Community Center,33
2014-10-06,Brookline Community Center,122
2014-10-06,Jefferson Community Center,25
2014-10-06,Magee Community Center,28
2014-10-06,Ormsby Community Center,69
2014-10-06,Phillips Community Center,42
2014-10-06,Paulson Community Center,35
2014-10-04,West Penn Community Center,12
2014-10-04,Brookline Community Center,71
2014-10-04,Ormsby Community Center,98
2014-10-04,Phillips Community Center,8
2014-10-03,West Penn Community Center,62
2014-10-03,Warrington Community Center,7
2014-10-03,Arlington Community Center,14
2014-10-03,Ammon Community Center,81
2014-10-03,Brookline Community Center,61
2014-10-03,Jefferson Community Center,22
2014-10-03,Ormsby Community Center,27
2014-10-03,Magee Community Center,22
2014-10-03,Phillips Community Center,34
2014-10-03,Paulson Community Center,42
2014-10-02,Warrington Community Center,9
2014-10-02,West Penn Community Center,121
2014-10-02,Ammon Community Center,85
2014-10-02,Arlington Community Center,51
2014-10-02,Jefferson Community Center,25
2014-10-02,Brookline Community Center,198
2014-10-02,Magee Community Center,20
2014-10-02,Ormsby Community Center,102
2014-10-02,Paulson Community Center,49
2014-10-02,Phillips Community Center,45
2014-10-01,West Penn Community Center,48
2014-10-01,Warrington Community Center,4
2014-10-01,Arlington Community Center,24
2014-10-01,Ammon Community Center,89
2014-10-01,Brookline Community Center,138
2014-10-01,Jefferson Community Center,29
2014-10-01,Ormsby Community Center,43
2014-10-01,Magee Community Center,35
2014-10-01,Phillips Community Center,37
2014-10-01,Paulson Community Center,51
2014-09-30,Warrington Community Center,34
2014-09-30,West Penn Community Center,51
2014-09-30,Ammon Community Center,100
2014-09-30,Arlington Community Center,89
2014-09-30,Jefferson Community Center,16
2014-09-30,Brookline Community Center,141
2014-09-30,Magee Community Center,18
2014-09-30,Ormsby Community Center,117
2014-09-30,Paulson Community Center,53
2014-09-30,Phillips Community Center,26
2014-09-29,West Penn Community Center,53
2014-09-29,Warrington Community Center,8
2014-09-29,Arlington Community Center,29
2014-09-29,Ammon Community Center,98
2014-09-29,Brookline Community Center,190
2014-09-29,Jefferson Community Center,26
2014-09-29,Ormsby Community Center,66
2014-09-29,Magee Community Center,24
2014-09-29,Phillips Community Center,38
2014-09-29,Paulson Community Center,41
2014-09-27,Warrington Community Center,1
2014-09-27,West Penn Community Center,18
2014-09-27,Jefferson Community Center,12
2014-09-27,Brookline Community Center,146
2014-09-27,Ormsby Community Center,89
2014-09-27,Phillips Community Center,10
2014-09-26,West Penn Community Center,47
2014-09-26,Warrington Community Center,5
2014-09-26,Ammon Community Center,49
2014-09-26,Arlington Community Center,2
2014-09-26,Brookline Community Center,372
2014-09-26,Jefferson Community Center,27
2014-09-26,Ormsby Community Center,18
2014-09-26,Magee Community Center,3
2014-09-26,Phillips Community Center,73
2014-09-26,Paulson Community Center,10
2014-09-25,Warrington Community Center,15
2014-09-25,West Penn Community Center,115
2014-09-25,Arlington Community Center,12
2014-09-25,Ammon Community Center,30
2014-09-25,Jefferson Community Center,41
2014-09-25,Brookline Community Center,206
2014-09-25,Magee Community Center,29
2014-09-25,Ormsby Community Center,108
2014-09-25,Paulson Community Center,42
2014-09-25,Phillips Community Center,129
2014-09-24,West Penn Community Center,53
2014-09-24,Warrington Community Center,18
2014-09-24,Ammon Community Center,69
2014-09-24,Arlington Community Center,14
2014-09-24,Brookline Community Center,186
2014-09-24,Jefferson Community Center,49
2014-09-24,Ormsby Community Center,35
2014-09-24,Magee Community Center,17
2014-09-24,Phillips Community Center,45
2014-09-24,Paulson Community Center,57
2014-09-23,Warrington Community Center,15
2014-09-23,West Penn Community Center,44
2014-09-23,Arlington Community Center,16
2014-09-23,Ammon Community Center,86
2014-09-23,Jefferson Community Center,26
2014-09-23,Brookline Community Center,194
2014-09-23,Magee Community Center,24
2014-09-23,Ormsby Community Center,113
2014-09-23,Paulson Community Center,34
2014-09-23,Phillips Community Center,53
2014-09-22,West Penn Community Center,52
2014-09-22,Warrington Community Center,7
2014-09-22,Ammon Community Center,87
2014-09-22,Arlington Community Center,13
2014-09-22,Brookline Community Center,195
2014-09-22,Jefferson Community Center,23
2014-09-22,Ormsby Community Center,60
2014-09-22,Magee Community Center,22
2014-09-22,Phillips Community Center,76
2014-09-22,Paulson Community Center,26
2014-09-21,Ormsby Community Center,45
2014-09-20,Warrington Community Center,2
2014-09-20,Brookline Community Center,52
2014-09-20,Ormsby Community Center,72
2014-09-20,Phillips Community Center,7
2014-09-19,Warrington Community Center,4
2014-09-19,West Penn Community Center,55
2014-09-19,Arlington Community Center,12
2014-09-19,Brookline Community Center,82
2014-09-19,Jefferson Community Center,28
2014-09-19,Ormsby Community Center,17
2014-09-19,Magee Community Center,10
2014-09-19,Phillips Community Center,70
2014-09-19,Paulson Community Center,25
2014-09-18,West Penn Community Center,138
2014-09-18,Warrington Community Center,15
2014-09-18,Arlington Community Center,24
2014-09-18,Jefferson Community Center,33
2014-09-18,Brookline Community Center,152
2014-09-18,Ormsby Community Center,77
2014-09-18,Phillips Community Center,34
2014-09-17,Brookline Community Center,159
2014-09-17,Jefferson Community Center,28
2014-09-17,Ormsby Community Center,24
2014-09-17,Phillips Community Center,34
2014-09-16,Warrington Community Center,15
2014-09-16,West Penn Community Center,38
2014-09-16,Arlington Community Center,15
2014-09-16,Ammon Community Center,46
2014-09-16,Jefferson Community Center,25
2014-09-16,Brookline Community Center,102
2014-09-16,Ormsby Community Center,86
2014-09-16,Phillips Community Center,32
2014-09-16,Paulson Community Center,34
2014-09-15,West Penn Community Center,60
2014-09-15,Warrington Community Center,13
2014-09-15,Ammon Community Center,129
2014-09-15,Arlington Community Center,18
2014-09-15,Brookline Community Center,142
2014-09-15,Jefferson Community Center,34
2014-09-15,Ormsby Community Center,71
2014-09-15,Magee Community Center,24
2014-09-15,Paulson Community Center,33
2014-09-15,Phillips Community Center,50
2014-09-13,Warrington Community Center,16
2014-09-13,West Penn Community Center,14
2014-09-13,Brookline Community Center,27
2014-09-13,Phillips Community Center,24
2014-09-12,West Penn Community Center,48
2014-09-12,Warrington Community Center,18
2014-09-12,Arlington Community Center,16
2014-09-12,Brookline Community Center,78
2014-09-12,Jefferson Community Center,22
2014-09-12,Magee Community Center,23
2014-09-12,Ormsby Community Center,24
2014-09-12,Phillips Community Center,35
2014-09-12,Paulson Community Center,37
2014-09-11,Warrington Community Center,7
2014-09-11,West Penn Community Center,209
