date,center_name,attendance_count
2018-11-21,Ammon Community Center,13
2018-11-21,Jefferson Community Center,15
2018-11-21,Brookline Community Center,49
2018-11-21,Ormsby Community Center,29
2018-11-21,Magee Community Center,36
2018-11-21,Paulson Community Center,21
2018-11-21,Phillips Community Center,54
2018-11-20,West Penn Community Center,73
2018-11-20,Warrington Community Center,8
2018-11-20,Ammon Community Center,78
2018-11-20,Brookline Community Center,65
2018-11-20,Jefferson Community Center,25
2018-11-20,Magee Community Center,43
2018-11-20,Ormsby Community Center,43
2018-11-20,Phillips Community Center,34
2018-11-20,Paulson Community Center,25
2018-11-19,Warrington Community Center,17
2018-11-19,West Penn Community Center,82
2018-11-19,Ammon Community Center,97
2018-11-19,Jefferson Community Center,14
2018-11-19,Brookline Community Center,62
2018-11-19,Ormsby Community Center,30
2018-11-19,Magee Community Center,40
2018-11-19,Paulson Community Center,26
2018-11-19,Phillips Community Center,43
2018-11-17,West Penn Community Center,39
2018-11-17,Brookline Community Center,59
2018-11-17,Magee Community Center,33
2018-11-17,Phillips Community Center,6
2018-11-16,West Penn Community Center,62
2018-11-16,Warrington Community Center,4
2018-11-16,Ammon Community Center,18
2018-11-16,Brookline Community Center,41
2018-11-16,Jefferson Community Center,22
2018-11-16,Magee Community Center,25
2018-11-16,Ormsby Community Center,32
2018-11-16,Phillips Community Center,40
2018-11-16,Paulson Community Center,25
2018-11-15,Warrington Community Center,5
2018-11-15,West Penn Community Center,50
2018-11-15,Ammon Community Center,85
2018-11-15,Jefferson Community Center,21
2018-11-15,Brookline Community Center,41
2018-11-15,Ormsby Community Center,44
2018-11-15,Magee Community Center,31
2018-11-15,Paulson Community Center,17
2018-11-15,Phillips Community Center,44
2018-11-14,West Penn Community Center,64
2018-11-14,Warrington Community Center,23
2018-11-14,Ammon Community Center,94
2018-11-14,Brookline Community Center,86
2018-11-14,Jefferson Community Center,28
2018-11-14,Magee Community Center,47
2018-11-14,Ormsby Community Center,42
2018-11-14,Phillips Community Center,82
2018-11-14,Paulson Community Center,17
2018-11-13,Warrington Community Center,8
2018-11-13,West Penn Community Center,101
2018-11-13,Ammon Community Center,90
2018-11-13,Jefferson Community Center,21
2018-11-13,Brookline Community Center,60
2018-11-13,Ormsby Community Center,21
2018-11-13,Magee Community Center,63
2018-11-13,Paulson Community Center,25
2018-11-13,Phillips Community Center,57
2018-11-09,West Penn Community Center,52
2018-11-09,Warrington Community Center,8
2018-11-09,Ammon Community Center,93
2018-11-09,Brookline Community Center,46
2018-11-09,Jefferson Community Center,14
2018-11-09,Magee Community Center,66
2018-11-09,Ormsby Community Center,36
2018-11-09,Phillips Community Center,37
2018-11-09,Paulson Community Center,13
2018-11-08,Warrington Community Center,10
2018-11-08,West Penn Community Center,56
2018-11-08,Ammon Community Center,115
2018-11-08,Jefferson Community Center,13
2018-11-08,Brookline Community Center,56
2018-11-08,Ormsby Community Center,20
2018-11-08,Magee Community Center,54
2018-11-08,Paulson Community Center,17
2018-11-08,Phillips Community Center,94
2018-11-07,West Penn Community Center,64
2018-11-07,Warrington Community Center,22
2018-11-07,Ammon Community Center,91
2018-11-07,Brookline Community Center,85
2018-11-07,Jefferson Community Center,17
2018-11-07,Magee Community Center,80
2018-11-07,Ormsby Community Center,40
2018-11-07,Phillips Community Center,95
2018-11-07,Paulson Community Center,10
2018-11-06,West Penn Community Center,54
2018-11-06,Ammon Community Center,35
2018-11-06,Jefferson Community Center,25
2018-11-06,Brookline Community Center,4
2018-11-06,Ormsby Community Center,21
2018-11-06,Magee Community Center,87
2018-11-06,Phillips Community Center,122
2018-11-05,West Penn Community Center,55
2018-11-05,Warrington Community Center,27
2018-11-05,Ammon Community Center,113
2018-11-05,Brookline Community Center,61
2018-11-05,Jefferson Community Center,30
2018-11-05,Magee Community Center,50
2018-11-05,Ormsby Community Center,46
2018-11-05,Phillips Community Center,141
2018-11-03,West Penn Community Center,42
2018-11-03,Brookline Community Center,36
2018-11-03,Magee Community Center,36
2018-11-03,Phillips Community Center,17
2018-11-02,West Penn Community Center,49
2018-11-02,Warrington Community Center,10
2018-11-02,Ammon Community Center,87
2018-11-02,Brookline Community Center,25
2018-11-02,Jefferson Community Center,20
2018-11-02,Magee Community Center,31
2018-11-02,Ormsby Community Center,30
2018-11-02,Phillips Community Center,93
2018-11-01,Warrington Community Center,13
2018-11-01,West Penn Community Center,110
2018-11-01,Ammon Community Center,22
2018-11-01,Jefferson Community Center,17
2018-11-01,Brookline Community Center,52
2018-11-01,Ormsby Community Center,40
2018-11-01,Magee Community Center,40
2018-11-01,Phillips Community Center,74
2018-10-31,West Penn Community Center,37
2018-10-31,Warrington Community Center,6
2018-10-31,Ammon Community Center,83
2018-10-31,Brookline Community Center,38
2018-10-31,Jefferson Community Center,17
2018-10-31,Magee Community Center,22
2018-10-31,Ormsby Community Center,15
2018-10-31,Phillips Community Center,83
2018-10-30,Warrington Community Center,7
2018-10-30,West Penn Community Center,79
2018-10-30,Ammon Community Center,87
2018-10-30,Jefferson Community Center,21
2018-10-30,Brookline Community Center,73
2018-10-30,Ormsby Community Center,27
2018-10-30,Magee Community Center,63
2018-10-30,Phillips Community Center,113
2018-10-29,West Penn Community Center,60
2018-10-29,Warrington Community Center,22
2018-10-29,Ammon Community Center,113
2018-10-29,Brookline Community Center,66
2018-10-29,Jefferson Community Center,43
2018-10-29,Magee Community Center,57
2018-10-29,Ormsby Community Center,21
2018-10-29,Phillips Community Center,77
2018-10-27,West Penn Community Center,45
2018-10-27,Ammon Community Center,28
2018-10-27,Brookline Community Center,46
2018-10-27,Phillips Community Center,7
2018-10-26,West Penn Community Center,36
2018-10-26,Warrington Community Center,21
2018-10-26,Ammon Community Center,84
2018-10-26,Brookline Community Center,64
2018-10-26,Jefferson Community Center,44
2018-10-26,Ormsby Community Center,13
2018-10-26,Phillips Community Center,41
2018-10-25,Warrington Community Center,21
2018-10-25,West Penn Community Center,118
2018-10-25,Ammon Community Center,151
2018-10-25,Jefferson Community Center,29
2018-10-25,Brookline Community Center,54
2018-10-25,Ormsby Community Center,43
2018-10-25,Magee Community Center,20
2018-10-25,Phillips Community Center,73
2018-10-24,West Penn Community Center,65
2018-10-24,Warrington Community Center,22
2018-10-24,Ammon Community Center,113
2018-10-24,Brookline Community Center,84
2018-10-24,Jefferson Community Center,36
2018-10-24,Magee Community Center,48
2018-10-24,Ormsby Community Center,39
2018-10-24,Phillips Community Center,107
2018-10-23,Warrington Community Center,15
2018-10-23,West Penn Community Center,94
2018-10-23,Ammon Community Center,116
2018-10-23,Jefferson Community Center,46
2018-10-23,Brookline Community Center,70
2018-10-23,Ormsby Community Center,29
2018-10-23,Magee Community Center,70
2018-10-23,Phillips Community Center,111
2018-10-22,West Penn Community Center,59
2018-10-22,Warrington Community Center,34
2018-10-22,Ammon Community Center,102
2018-10-22,Brookline Community Center,59
2018-10-22,Jefferson Community Center,31
2018-10-22,Magee Community Center,55
2018-10-22,Ormsby Community Center,46
2018-10-22,Phillips Community Center,90
2018-10-20,West Penn Community Center,38
2018-10-20,Ammon Community Center,1
2018-10-20,Brookline Community Center,22
2018-10-20,Magee Community Center,13
2018-10-20,Phillips Community Center,20
2018-10-19,West Penn Community Center,80
2018-10-19,Warrington Community Center,10
2018-10-19,Ammon Community Center,94
2018-10-19,Arlington Community Center,10
2018-10-19,Brookline Community Center,40
2018-10-19,Jefferson Community Center,33
2018-10-19,Magee Community Center,73
2018-10-19,Ormsby Community Center,65
2018-10-19,Phillips Community Center,95
2018-10-18,Warrington Community Center,23
2018-10-18,West Penn Community Center,119
2018-10-18,Arlington Community Center,9
2018-10-18,Ammon Community Center,89
2018-10-18,Jefferson Community Center,34
2018-10-18,Brookline Community Center,37
2018-10-18,Ormsby Community Center,35
2018-10-18,Magee Community Center,44
2018-10-18,Phillips Community Center,80
2018-10-17,West Penn Community Center,106
2018-10-17,Warrington Community Center,13
2018-10-17,Ammon Community Center,29
2018-10-17,Arlington Community Center,5
2018-10-17,Brookline Community Center,82
2018-10-17,Jefferson Community Center,35
2018-10-17,Magee Community Center,54
2018-10-17,Ormsby Community Center,42
2018-10-17,Phillips Community Center,140
2018-10-16,Warrington Community Center,20
2018-10-16,West Penn Community Center,81
2018-10-16,Arlington Community Center,10
2018-10-16,Ammon Community Center,81
2018-10-16,Jefferson Community Center,38
2018-10-16,Brookline Community Center,46
2018-10-16,Ormsby Community Center,63
2018-10-16,Magee Community Center,27
2018-10-16,Phillips Community Center,100
2018-10-15,West Penn Community Center,45
2018-10-15,Warrington Community Center,16
2018-10-15,Ammon Community Center,62
2018-10-15,Arlington Community Center,3
2018-10-15,Brookline Community Center,68
2018-10-15,Jefferson Community Center,39
2018-10-15,Ormsby Community Center,48
2018-10-15,Phillips Community Center,89
2018-10-13,West Penn Community Center,40
2018-10-13,Brookline Community Center,26
2018-10-13,Phillips Community Center,18
2018-10-12,West Penn Community Center,61
2018-10-12,Warrington Community Center,14
2018-10-12,Arlington Community Center,11
2018-10-12,Ammon Community Center,28
2018-10-12,Brookline Community Center,65
2018-10-12,Jefferson Community Center,49
2018-10-12,Ormsby Community Center,62
2018-10-12,Phillips Community Center,70
2018-10-11,Warrington Community Center,9
2018-10-11,West Penn Community Center,127
2018-10-11,Ammon Community Center,16
2018-10-11,Arlington Community Center,7
2018-10-11,Jefferson Community Center,30
2018-10-11,Brookline Community Center,54
2018-10-11,Ormsby Community Center,50
2018-10-11,Phillips Community Center,80
2018-10-10,West Penn Community Center,87
2018-10-10,Warrington Community Center,17
2018-10-10,Arlington Community Center,8
2018-10-10,Ammon Community Center,33
2018-10-10,Brookline Community Center,63
2018-10-10,Jefferson Community Center,23
2018-10-10,Ormsby Community Center,45
2018-10-10,Phillips Community Center,91
2018-10-09,Warrington Community Center,10
2018-10-09,West Penn Community Center,66
2018-10-09,Ammon Community Center,24
2018-10-09,Arlington Community Center,3
2018-10-09,Jefferson Community Center,31
2018-10-09,Brookline Community Center,51
2018-10-09,Ormsby Community Center,59
2018-10-09,Phillips Community Center,141
2018-10-08,West Penn Community Center,54
2018-10-08,Warrington Community Center,14
2018-10-08,Arlington Community Center,2
2018-10-08,Ammon Community Center,29
2018-10-08,Brookline Community Center,78
2018-10-08,Jefferson Community Center,35
2018-10-08,Ormsby Community Center,23
2018-10-08,Phillips Community Center,88
2018-10-06,West Penn Community Center,30
2018-10-06,Brookline Community Center,27
2018-10-06,Phillips Community Center,18
2018-10-05,West Penn Community Center,46
2018-10-05,Warrington Community Center,38
2018-10-05,Ammon Community Center,27
2018-10-05,Arlington Community Center,13
2018-10-05,Brookline Community Center,36
2018-10-05,Jefferson Community Center,24
2018-10-05,Ormsby Community Center,60
2018-10-05,Phillips Community Center,85
2018-10-04,Warrington Community Center,12
2018-10-04,West Penn Community Center,132
2018-10-04,Arlington Community Center,4
2018-10-04,Ammon Community Center,35
2018-10-04,Jefferson Community Center,16
2018-10-04,Brookline Community Center,45
2018-10-04,Ormsby Community Center,43
2018-10-04,Phillips Community Center,80
2018-10-03,West Penn Community Center,101
2018-10-03,Warrington Community Center,12
2018-10-03,Ammon Community Center,53
2018-10-03,Arlington Community Center,4
2018-10-03,Brookline Community Center,73
2018-10-03,Jefferson Community Center,24
2018-10-03,Ormsby Community Center,42
2018-10-03,Phillips Community Center,124
2018-10-02,Warrington Community Center,13
2018-10-02,West Penn Community Center,55
2018-10-02,Arlington Community Center,19
2018-10-02,Ammon Community Center,14
2018-10-02,Jefferson Community Center,26
2018-10-02,Brookline Community Center,57
2018-10-02,Ormsby Community Center,59
2018-10-02,Phillips Community Center,73
2018-10-01,West Penn Community Center,62
2018-10-01,Warrington Community Center,15
2018-10-01,Ammon Community Center,102
2018-10-01,Arlington Community Center,7
2018-10-01,Brookline Community Center,78
2018-10-01,Jefferson Community Center,40
2018-10-01,Ormsby Community Center,54
2018-10-01,Phillips Community Center,77
2018-10-01,Paulson Community Center,37
2018-09-29,West Penn Community Center,8
2018-09-29,Jefferson Community Center,6
2018-09-28,West Penn Community Center,71
2018-09-28,Warrington Community Center,3
2018-09-28,Arlington Community Center,3
2018-09-28,Ammon Community Center,24
2018-09-28,Jefferson Community Center,36
2018-09-28,Brookline Community Center,51
2018-09-28,Ormsby Community Center,30
2018-09-27,Warrington Community Center,12
2018-09-27,West Penn Community Center,125
2018-09-27,Ammon Community Center,83
2018-09-27,Arlington Community Center,9
2018-09-27,Brookline Community Center,52
2018-09-27,Jefferson Community Center,26
2018-09-27,Ormsby Community Center,45
2018-09-27,Phillips Community Center,33
2018-09-26,West Penn Community Center,104
2018-09-26,Warrington Community Center,10
2018-09-26,Arlington Community Center,9
2018-09-26,Ammon Community Center,51
2018-09-26,Jefferson Community Center,34
2018-09-26,Brookline Community Center,45
2018-09-26,Ormsby Community Center,44
2018-09-26,Phillips Community Center,136
2018-09-25,Warrington Community Center,11
2018-09-25,West Penn Community Center,71
2018-09-25,Ammon Community Center,77
2018-09-25,Arlington Community Center,14
2018-09-25,Brookline Community Center,49
2018-09-25,Jefferson Community Center,19
2018-09-25,Ormsby Community Center,35
2018-09-25,Phillips Community Center,114
2018-09-24,West Penn Community Center,71
2018-09-24,Warrington Community Center,15
2018-09-24,Arlington Community Center,4
2018-09-24,Ammon Community Center,87
2018-09-24,Jefferson Community Center,30
2018-09-24,Brookline Community Center,42
2018-09-24,Ormsby Community Center,43
2018-09-24,Phillips Community Center,105
2018-09-22,West Penn Community Center,14
2018-09-22,Brookline Community Center,17
2018-09-22,Phillips Community Center,13
2018-09-21,West Penn Community Center,36
2018-09-21,Warrington Community Center,8
2018-09-21,Ammon Community Center,24
2018-09-21,Arlington Community Center,1
2018-09-21,Brookline Community Center,41
2018-09-21,Jefferson Community Center,29
2018-09-21,Ormsby Community Center,41
2018-09-21,Phillips Community Center,135
2018-09-20,Warrington Community Center,14
2018-09-20,West Penn Community Center,119
2018-09-20,Arlington Community Center,1
2018-09-20,Ammon Community Center,68
2018-09-20,Jefferson Community Center,26
2018-09-20,Brookline Community Center,51
2018-09-20,Ormsby Community Center,45
2018-09-20,Phillips Community Center,117
2018-09-19,West Penn Community Center,88
2018-09-19,Warrington Community Center,6
2018-09-19,Ammon Community Center,35
2018-09-19,Arlington Community Center,8
2018-09-19,Brookline Community Center,47
2018-09-19,Jefferson Community Center,33
2018-09-19,Ormsby Community Center,19
2018-09-19,Phillips Community Center,151
2018-09-18,Warrington Community Center,12
2018-09-18,West Penn Community Center,86
2018-09-18,Arlington Community Center,10
2018-09-18,Ammon Community Center,80
2018-09-18,Jefferson Community Center,28
2018-09-18,Brookline Community Center,54
2018-09-18,Ormsby Community Center,57
2018-09-18,Phillips Community Center,110
2018-09-17,West Penn Community Center,65
2018-09-17,Warrington Community Center,17
2018-09-17,Ammon Community Center,67
2018-09-17,Arlington Community Center,2
2018-09-17,Brookline Community Center,56
2018-09-17,Jefferson Community Center,22
2018-09-17,Ormsby Community Center,31
2018-09-17,Phillips Community Center,119
2018-09-15,West Penn Community Center,15
2018-09-15,Brookline Community Center,19
2018-09-15,Phillips Community Center,14
2018-09-14,West Penn Community Center,39
2018-09-14,Warrington Community Center,11
2018-09-14,Arlington Community Center,2
2018-09-14,Ammon Community Center,50
2018-09-14,Brookline Community Center,34
2018-09-14,Jefferson Community Center,28
2018-09-14,Ormsby Community Center,17
2018-09-14,Phillips Community Center,58
2018-09-13,Warrington Community Center,16
2018-09-13,West Penn Community Center,131
2018-09-13,Ammon Community Center,81
2018-09-13,Arlington Community Center,3
2018-09-13,Jefferson Community Center,12
2018-09-13,Brookline Community Center,52
2018-09-13,Ormsby Community Center,16
2018-09-13,Phillips Community Center,91
2018-09-12,West Penn Community Center,47
2018-09-12,Warrington Community Center,14
2018-09-12,Arlington Community Center,6
2018-09-12,Ammon Community Center,83
2018-09-12,Brookline Community Center,59
2018-09-12,Jefferson Community Center,25
2018-09-12,Ormsby Community Center,19
2018-09-12,Phillips Community Center,184
2018-09-11,Warrington Community Center,10
2018-09-11,West Penn Community Center,79
2018-09-11,Ammon Community Center,75
2018-09-11,Jefferson Community Center,21
2018-09-11,Brookline Community Center,43
2018-09-11,Ormsby Community Center,13
2018-09-11,Phillips Community Center,174
2018-09-10,West Penn Community Center,66
2018-09-10,Warrington Community Center,12
2018-09-10,Ammon Community Center,47
2018-09-10,Arlington Community Center,1
2018-09-10,Brookline Community Center,32
2018-09-10,Jefferson Community Center,13
2018-09-10,Ormsby Community Center,14
2018-09-10,Phillips Community Center,113
2018-09-08,West Penn Community Center,25
2018-09-08,Brookline Community Center,8
2018-09-08,Phillips Community Center,47
2018-09-07,West Penn Community Center,37
2018-09-07,Warrington Community Center,21
2018-09-07,Arlington Community Center,1
2018-09-07,Ammon Community Center,75
2018-09-07,Brookline Community Center,72
2018-09-07,Jefferson Community Center,26
2018-09-07,Ormsby Community Center,16
2018-09-07,Phillips Community Center,58
2018-09-06,Warrington Community Center,14
2018-09-06,West Penn Community Center,111
2018-09-06,Ammon Community Center,88
2018-09-06,Jefferson Community Center,9
2018-09-06,Brookline Community Center,62
2018-09-06,Ormsby Community Center,15
2018-09-06,Phillips Community Center,35
2018-09-05,West Penn Community Center,38
2018-09-05,Warrington Community Center,6
2018-09-05,Ammon Community Center,105
2018-09-05,Brookline Community Center,64
2018-09-05,Jefferson Community Center,24
2018-09-05,Ormsby Community Center,10
2018-09-05,Phillips Community Center,47
2018-09-04,Warrington Community Center,6
2018-09-04,West Penn Community Center,54
2018-09-04,Ammon Community Center,81
2018-09-04,Arlington Community Center,4
2018-09-04,Jefferson Community Center,20
2018-09-04,Brookline Community Center,75
2018-09-04,Ormsby Community Center,5
2018-09-04,Phillips Community Center,47
2018-08-31,West Penn Community Center,41
2018-08-31,Warrington Community Center,7
2018-08-31,Arlington Community Center,1
2018-08-31,Ammon Community Center,18
2018-08-31,Brookline Community Center,31
2018-08-31,Jefferson Community Center,22
2018-08-31,Ormsby Community Center,13
2018-08-31,Phillips Community Center,94
2018-08-30,Warrington Community Center,11
2018-08-30,West Penn Community Center,41
2018-08-30,Ammon Community Center,37
2018-08-30,Jefferson Community Center,10
2018-08-30,Brookline Community Center,41
2018-08-30,Ormsby Community Center,12
2018-08-30,Phillips Community Center,100
2018-08-29,West Penn Community Center,39
2018-08-29,Warrington Community Center,11
2018-08-29,Ammon Community Center,17
2018-08-29,Arlington Community Center,3
2018-08-29,Brookline Community Center,39
2018-08-29,Jefferson Community Center,19
2018-08-29,Ormsby Community Center,18
2018-08-29,Phillips Community Center,182
2018-08-28,Warrington Community Center,6
2018-08-28,West Penn Community Center,58
2018-08-28,Arlington Community Center,3
2018-08-28,Ammon Community Center,113
2018-08-28,Jefferson Community Center,6
2018-08-28,Brookline Community Center,51
2018-08-28,Ormsby Community Center,13
2018-08-28,Phillips Community Center,128
2018-08-27,West Penn Community Center,58
2018-08-27,Warrington Community Center,9
2018-08-27,Ammon Community Center,22
2018-08-27,Arlington Community Center,1
2018-08-27,Brookline Community Center,57
2018-08-27,Jefferson Community Center,19
2018-08-27,Ormsby Community Center,25
2018-08-27,Phillips Community Center,56
2018-08-25,West Penn Community Center,19
2018-08-25,Brookline Community Center,19
2018-08-25,Phillips Community Center,49
2018-08-24,West Penn Community Center,55
2018-08-24,Warrington Community Center,8
2018-08-24,Arlington Community Center,1
2018-08-24,Ammon Community Center,65
2018-08-24,Brookline Community Center,33
2018-08-24,Jefferson Community Center,20
2018-08-24,Ormsby Community Center,22
